terror,longitude,latitude
terror,44.488902,33.305119
terror,44.34494,33.268315
terror,44.458333,33.388889
terror,69.164106,34.533143
terror,31.162448,30.978129
terror,-7.972909,12.665771
terror,31.000197,30.786432
terror,101.201382,6.574715
terror,-0.044616,16.289889
terror,13.150045,11.833071
terror,13.153422,11.836016
terror,13.15,11.833333
terror,12.492523,11.80809
terror,44.434701,33.223512
terror,44.396927,33.425404
terror,44.434701,33.223512
terror,44.062586,33.291386
terror,44.433547,33.332728
terror,44.620853,34.881257
terror,44.541171,33.570041
terror,39.009361,32.740792
terror,42.734487,35.575926
terror,43.294447,33.416984
terror,90.404574,23.728781
terror,90.358103,23.766183
terror,90.392482,23.753643
terror,90.397786,23.727533
terror,90.385683,23.728832
terror,94.63,26.98
terror,100.574224,13.792816
terror,81.846244,25.435841
terror,91.826473,22.368622
terror,81.076845,17.930096
terror,90.291389,23.56
terror,91.10316,22.827779
terror,13.175477,32.898594
terror,34.110425,31.211645
terror,34.240191,31.280267
terror,88.837103,24.197485
terror,40.367542,36.656185
terror,40.367542,36.656185
terror,40.370027,36.656756
terror,64.836484,32.072055
terror,44.554901,33.16715
terror,29.999354,31.238023
terror,29.91838,31.199787
terror,45.294693,2.021261
terror,29.918649,31.200092
terror,47.430833,6.769722
terror,29.918649,31.200092
terror,1.408422,18.438719
terror,125.169529,7.602754
terror,125.169927,7.60152
terror,125.169529,7.602754
terror,125.324677,7.391979
terror,125.113125,7.609691
terror,63.714911,26.025566
terror,43.249167,13.806944
terror,101.51344,6.352957
terror,28.669444,-2.621389
terror,69.177017,34.522783
terror,12.492523,11.80809
terror,44.411096,33.387476
terror,44.413457,33.54631
terror,44.353988,33.061667
terror,43.873334,34.198855
terror,43.745535,34.366674
terror,43.223476,36.510153
terror,67.021816,24.946496
terror,93.954088,24.789854
terror,93.92081,24.806454
terror,89.158406,25.022381
terror,90.432047,23.713526
terror,90.385683,23.728832
terror,90.693912,26.538662
terror,70.866719,35.314054
terror,90.663056,22.666389
terror,91.795424,22.355984
terror,77.245805,38.414079
terror,29.966667,1.85
terror,32.431502,34.771839
terror,89.472407,25.188565
terror,90.19957,24.44001
terror,31.162448,30.978129
terror,31.287932,30.014193
terror,45.322858,15.470031
terror,44.35685,32.98484
terror,44.217289,33.512032
terror,44.311389,33.191944
terror,44.271677,33.257938
terror,44.583288,33.100037
terror,20.122994,32.076221
terror,62.031097,32.482463
terror,70.569782,34.514877
terror,34.110425,31.211645
terror,30.13,31.131111
terror,29.999354,31.238023
terror,29.918649,31.200092
terror,63.884167,26.014444
terror,66.019589,29.555805
terror,90.212967,25.949522
terror,12.739722,10.161389
terror,13.634423,32.433842
terror,45.5771,13.988915
terror,43.766667,35.31674
terror,37.818877,47.098686
terror,37.818877,47.098686
terror,37.818877,47.098686
terror,37.818877,47.098686
terror,37.818877,47.098686
terror,37.818877,47.098686
terror,37.810954,47.098238
terror,,
terror,37.671539,48.095521
terror,46.914966,14.061619
terror,46.914966,14.061619
terror,-5.917878,54.646068
terror,89.555801,22.820166
terror,79.922407,37.113704
terror,29.366603,-3.383626
terror,29.918649,31.200092
terror,38.60551,48.706499
terror,36.420501,34.179039
terror,-5.930498,54.596954
terror,29.946908,31.210951
terror,41.018741,30.976266
terror,20.122994,32.076221
terror,23.961568,32.07596
terror,71.071691,36.811451
terror,62.507695,32.626479
terror,33.803265,31.132083
terror,33.803276,31.132208
terror,30.842894,29.308402
terror,120.991809,6.041793
terror,66.714597,30.67974
terror,68.35,30.283333
terror,64.349587,31.593119
terror,68.709008,35.951738
terror,65.876024,32.629646
terror,72.348611,34.246111
terror,90.25027,25.594539
terror,12.260514,11.765159
terror,13.150045,11.833071
terror,13.154308,11.835157
terror,48.331755,15.959517
terror,64.091917,26.973466
terror,42.493322,3.168621
terror,124.243896,7.219905
terror,124.419824,6.942258
terror,44.354346,33.061667
terror,44.506622,33.314009
terror,44.514216,33.324443
terror,67.009939,24.861462
terror,67.017802,24.860787
terror,67.01445,24.856305
terror,70.916667,31.816667
terror,-119.8142,39.530155
terror,9.250278,7.689167
terror,9.556389,7.887778
terror,8.899702,9.53955
terror,8.899702,9.53955
terror,37.670346,48.066063
terror,37.675,48.062222
terror,37.675,48.062222
terror,37.675,48.062222
terror,37.675,48.062222
terror,38.018792,48.557012
terror,38.018792,48.557012
terror,68.574655,34.106501
terror,62.034711,32.484306
terror,37.806111,47.315
terror,37.810278,47.098056
terror,38.868611,48.746111
terror,37.745,48.145278
terror,37.806111,47.315
terror,37.810278,47.098056
terror,-5.889722,54.516462
terror,93.684127,24.883205
terror,35.749457,32.981558
terror,,
terror,45.016445,12.776398
terror,40.066667,36.85
terror,90.432735,23.737471
terror,12.847487,10.869117
terror,101.416882,6.874803
terror,121.015348,6.041468
terror,31.70387,-1.551364
terror,9.093356,9.093356
terror,123.194732,7.535447
terror,31.007948,30.560456
terror,34.240191,31.280267
terror,68.855859,35.006075
terror,62.613104,34.280914
terror,20.147798,32.10869
terror,12.248567,31.930345
terror,12.248567,31.930345
terror,12.248567,31.930345
terror,13.370305,32.244837
terror,45.340469,2.032623
terror,44.893611,2.618333
terror,93.950179,24.819757
terror,124.670445,7.071425
terror,124.961654,6.684672
terror,44.025556,33.247778
terror,44.536067,33.373901
terror,41.919647,32.559761
terror,43.3,33.416667
terror,43.3,33.416667
terror,43.3,33.416667
terror,43.3,33.416667
terror,41.863631,36.322356
terror,43.294447,33.416984
terror,43.321753,33.420768
terror,43.300004,33.416654
terror,43.296754,33.448867
terror,43.327589,33.468018
terror,43.3,33.416667
terror,43.3,33.416667
terror,43.3,33.416667
terror,44.319014,33.354019
terror,44.26214,33.537227
terror,44.596229,33.190592
terror,0.500371,15.665488
terror,90.403683,23.714413
terror,90.387157,23.728528
terror,91.400308,23.014117
terror,36.136667,35.671111
terror,45.016445,12.776398
terror,9.069549,6.783539
terror,8.980391,7.217215
terror,5.489602,5.558283
terror,120.473846,16.029468
terror,34.110425,31.211645
terror,65.054246,31.623038
terror,65.054246,31.623038
terror,29.716667,11.016667
terror,31.228296,11.468654
terror,30.75,10.833333
terror,43.65,3.116667
terror,-74.110048,4.580869
terror,71.529738,34.007478
terror,126.007579,7.296831
terror,34.05,30.783333
terror,45.577425,13.989099
terror,45.577103,13.989023
terror,45.03777,12.77514
terror,16.546669,31.206854
terror,44.434701,33.223512
terror,44.34494,33.268315
terror,90.803218,25.651754
terror,93.046705,25.79661
terror,69.570278,32.304722
terror,43.3,33.416667
terror,64.779734,32.356548
terror,80.203187,13.02248
terror,30.736206,46.43687
terror,38.4,48.916667
terror,37.810278,47.098056
terror,37.810278,47.098056
terror,37.810278,47.098056
terror,90.373606,23.741635
terror,75.989761,39.470107
terror,31.276942,29.962696
terror,37.814298,34.551442
terror,31.476542,-2.191728
terror,16.588936,31.205314
terror,68.578186,33.421827
terror,69.159998,36.995654
terror,41.855116,3.935639
terror,66.621944,25.807222
terror,70.01,34.250002
terror,13.175477,32.898594
terror,83.987676,20.480251
terror,44.276145,33.342029
terror,43.871687,34.174884
terror,44.48659,33.321917
terror,44.328297,33.277992
terror,43.654323,34.608564
terror,43.69508,34.709277
terror,86.3,24.18
terror,44.583333,33.099925
terror,43.683333,33.396389
terror,31.276942,29.962696
terror,31.250802,29.96642
terror,31.251498,29.966693
terror,1.527654,15.86877
terror,81.67,19.6
terror,33.803524,31.132116
terror,13.20432,32.89551
terror,66.992844,24.950082
terror,29.918649,31.200092
terror,70.158056,32.115833
terror,36.241667,34.525
terror,70.010001,34.251187
terror,34.110425,31.211645
terror,31.318125,30.125399
terror,29.892957,31.197348
terror,101.632843,6.690741
terror,125.984131,8.617308
terror,126.176575,9.209105
terror,123.060053,13.694464
terror,13.150045,11.833071
terror,17.28437,31.051529
terror,16.588936,31.205314
terror,16.547762,31.206961
terror,44.19092,15.369468
terror,44.19092,15.369466
terror,125.95858,7.446227
terror,90.38389,23.73336
terror,33.803344,31.132164
terror,15.601668,7.476727
terror,6.778846,4.722939
terror,74.363412,31.410962
terror,74.363546,31.412935
terror,16.6,31.2
terror,13.011111,32.817222
terror,68.40602,33.303239
terror,12.229722,31.846124
terror,41.854848,3.93555
terror,68.110286,33.198986
terror,64.368945,31.604685
terror,64.369167,31.583061
terror,68.354795,30.697964
terror,84.679643,23.429836
terror,82.664764,20.37637
terror,74.307975,35.920159
terror,67.00178,30.165686
terror,44.374428,33.241134
terror,44.359124,33.356732
terror,44.157787,33.462707
terror,43.299732,33.417114
terror,24.24782,12.951591
terror,7.854722,7.905833
terror,12.978912,11.509748
terror,14.100133,13.330266
terror,90.41489,23.734871
terror,43.3,33.416667
terror,43.886423,34.192537
terror,89.552973,22.822685
terror,89.502522,22.89907
terror,,
terror,37.745,48.145278
terror,38.016944,48.554167
terror,38.868611,48.746111
terror,38.373668,48.526529
terror,121.969,6.702945
terror,38.868611,48.746111
terror,38.868611,48.746111
terror,125.055368,7.248848
terror,-6.519392,55.07261
terror,29.366603,-3.383626
terror,47.563684,42.707062
terror,16.589121,31.205159
terror,44.385499,33.215389
terror,16.583452,31.186549
terror,14.946144,32.392528
terror,43.683512,34.599779
terror,43.49292,34.929164
terror,44.300264,33.272714
terror,64.3716,31.597205
terror,69.018923,33.999596
terror,62.324085,32.533285
terror,69.214639,34.004337
terror,65.70454,31.612104
terror,42.546057,3.813108
terror,44.533333,1.783333
terror,45.203611,4.735833
terror,90.388237,23.733274
terror,90.397058,23.729864
terror,91.852863,22.33428
terror,89.563737,22.813902
terror,89.42179,23.486648
terror,88.601997,24.367154
terror,90.388004,24.092264
terror,37.810278,47.098056
terror,37.810278,47.098056
terror,37.810278,47.098056
terror,37.675,48.062222
terror,37.675,48.062222
terror,91.822676,22.328362
terror,18.564127,4.409222
terror,125.677489,9.422818
terror,123.739079,12.479267
terror,44.19092,15.369468
terror,,
terror,124.347691,8.001274
terror,44.35676,33.247211
terror,44.396927,33.425404
terror,44.253056,33.078867
terror,44.555853,33.170299
terror,44.536067,33.373901
terror,44.5078,33.251506
terror,12.229722,31.846124
terror,12.248567,31.930345
terror,44.373868,33.664205
terror,41.854848,3.93555
terror,40.058655,1.748727
terror,101.541857,6.682393
terror,64.24,31.640028
terror,65.463857,33.243044
terror,66.127342,33.724409
terror,70.53228,34.47524
terror,62.033849,32.481309
terror,71.478739,34.106446
terror,73.201062,34.333882
terror,72.605833,35.128889
terror,44.204693,15.355288
terror,20.129167,32.1175
terror,44.204693,15.355288
terror,14.2725,12.555556
terror,88.556531,25.371531
terror,38.606509,48.70685
terror,,
terror,33.985587,31.175401
terror,34.453593,31.522561
terror,-6.52346,55.20506
terror,47.929548,30.034047
terror,44.217289,33.512032
terror,44.185208,34.262422
terror,44.257377,33.205814
terror,17.833056,30.783056
terror,44.665761,33.787562
terror,20.131139,32.097517
terror,69.174589,34.523124
terror,69.174589,34.523124
terror,10.13426,36.809293
terror,67.037455,24.93131
terror,64.369167,31.583044
terror,68.600175,30.366743
terror,69.183333,28.633333
terror,125.716202,8.251043
terror,125.231846,6.723456
terror,71.58049,34.014975
terror,71.291389,34.662222
terror,44.213536,15.355873
terror,45.304106,2.042893
terror,43.865535,33.165214
terror,71.387222,34.276111
terror,35.038816,30.829562
terror,39.472222,48.670556
terror,38.375833,48.523889
terror,38.961823,48.756914
terror,29.461035,0.485721
terror,29.461035,0.485721
terror,29.461035,0.485721
terror,-72.102182,-14.086628
terror,28.815981,-1.398429
terror,44.35685,32.98484
terror,45.149451,33.773349
terror,44.35676,33.247211
terror,44.396927,33.425404
terror,44.458294,33.303115
terror,44.506622,33.314009
terror,43.3775,36.269722
terror,43.377327,36.269174
terror,43.377327,36.269174
terror,70.858056,33.933611
terror,44.404012,33.18086
terror,45.566667,3.85
terror,45.175278,4.484444
terror,45.492222,3.804167
terror,20.066341,32.116714
terror,44.842222,14.415833
terror,31.193945,30.044757
terror,45.033333,12.8
terror,44.79438,12.825748
terror,50.510309,26.230328
terror,14.550089,5.883333
terror,14.207622,12.373042
terror,14.185827,12.342068
terror,14.185974,12.342197
terror,8.516667,12
terror,123.059763,13.583886
terror,88.855106,23.532868
terror,85.437557,22.365086
terror,38.961823,48.756914
terror,38.868611,48.746111
terror,38.678751,48.697401
terror,39.472222,48.670556
terror,38.868611,48.746111
terror,-6.517112,55.072002
terror,124.419824,6.942258
terror,5.898714,4.867777
terror,21.994822,-8.187506
terror,22.810833,-10.496389
terror,26.419389,-8.885114
terror,15.061981,4.39177
terror,44.157787,33.462707
terror,44.385499,33.215389
terror,44.385499,33.215389
terror,44.35676,33.247211
terror,43.763889,16.94
terror,20.164085,32.076931
terror,20.131139,32.097517
terror,44.213536,15.355873
terror,44.213536,15.355873
terror,44.213536,15.355873
terror,44.213536,15.355873
terror,45.033333,12.8
terror,43.886259,34.192418
terror,67.053014,24.972152
terror,67.01445,24.856305
terror,65.417088,28.58345
terror,45.518889,4.096667
terror,40.7488,36.518134
terror,40.7488,36.518134
terror,36.709444,34.730833
terror,37.503889,35.249722
terror,75.521757,32.377503
terror,71.08857,34.930358
terror,71.060012,33.529949
terror,45.033333,12.8
terror,44.881944,13.056667
terror,-90.257301,29.984368
terror,88.583768,24.374757
terror,90.386091,23.728408
terror,90.434909,23.710613
terror,82.176802,27.429706
terror,33.617577,30.608472
terror,37.511439,48.006682
terror,37.675,48.062222
terror,38.040428,48.307319
terror,89.569266,24.319166
terror,,
terror,44.488902,33.305119
terror,44.5078,33.251506
terror,44.453621,33.30073
terror,20.066667,32.116667
terror,42.549911,33.85
terror,43.103722,36.597422
terror,66.998734,30.182971
terror,68.912625,37.185605
terror,65.752,36.665009
terror,70.480041,34.464395
terror,31.563543,30.718645
terror,101.809358,6.241925
terror,64.988808,36.062944
terror,44.881944,13.056667
terror,44.190621,15.369178
terror,44.021881,13.578855
terror,84.679643,23.429508
terror,75.124722,32.561111
terror,13.684167,11.518889
terror,90.41054,23.731103
terror,89.555352,22.817722
terror,98.133856,22.036199
terror,93.495292,24.987934
terror,,
terror,13.691166,11.085936
terror,11.990833,10.443056
terror,38.220428,48.43468
terror,37.973308,48.395942
terror,44.842427,14.415854
terror,34.153194,11.586008
terror,29.966667,1.85
terror,29.953728,1.027276
terror,10.210798,7.643137
terror,62.146101,32.444542
terror,-75.217778,-14.021944
terror,-75.217778,-14.021944
terror,44.409915,33.328267
terror,44.362669,33.067184
terror,44.328208,33.277917
terror,44.235291,33.63497
terror,44.276413,33.34188
terror,15.133611,32.374722
terror,20.131139,32.097517
terror,20.131139,32.097517
terror,62.157358,33.307544
terror,62.147077,33.307614
terror,62.154826,33.308409
terror,37.833378,48.399978
terror,37.675,48.062222
terror,38.016944,48.554167
terror,37.810278,47.098056
terror,38.563889,48.7225
terror,45.304079,2.042886
terror,47.141086,4.52987
terror,69.100003,29.142127
terror,68.3583,28.3725
terror,123.278449,12.025238
terror,8.714722,36.182222
terror,62.217115,34.346382
terror,48.847664,15.99449
terror,48.455556,15.840556
terror,36.474304,32.516689
terror,36.603333,35.697778
terror,36.574293,32.48558
terror,69.918227,33.337275
terror,92.780471,26.866761
terror,12.936369,11.845278
terror,77.412749,23.259933
terror,41.86,36.32
terror,41.86,36.32
terror,43.907902,33.399611
terror,37.973308,48.395942
terror,124.979746,6.654931
terror,124.441667,6.865592
terror,87.084012,23.708554
terror,69.183451,28.242526
terror,75.099576,33.786899
terror,44.44178,33.362392
terror,44.4,33.3
terror,46.616667,4.683333
terror,45.116717,2.142623
terror,44.122222,3.351389
terror,16.588936,31.205314
terror,13.634423,32.433842
terror,68.386419,33.55666
terror,66.456724,29.73527
terror,-72.65231,1.95846
terror,65.116341,36.947944
terror,44.632899,33.750477
terror,44.506622,33.314009
terror,62.256721,33.633989
terror,43.130055,36.339949
terror,44.506622,33.314009
terror,44.507722,33.251575
terror,68.190837,28.3898
terror,63.103333,26.002778
terror,67.96688,32.984915
terror,29.8,9.26
terror,,
terror,120.969389,15.13405
terror,13.374803,52.520164
terror,37.149496,36.204237
terror,37.14328,36.207273
terror,37.147263,36.207239
terror,44.4,33.3
terror,30.732741,46.435854
terror,97.171831,5.093077
terror,31.135947,30.122938
terror,37.742007,48.068788
terror,39.307815,48.574041
terror,37.671636,48.06747
terror,32.549718,29.966834
terror,90.392775,23.731333
terror,23.731099,38.023627
terror,24.714134,13.704467
terror,38.317547,34.558291
terror,62.94792,32.243743
terror,33.803276,31.132093
terror,34.113072,31.214109
terror,34.237948,31.283093
terror,34.124159,31.211882
terror,34.087439,31.170078
terror,34.123059,31.156792
terror,69.183451,28.242526
terror,36.633333,35.933333
terror,36.633333,35.933333
terror,46.616667,4.683333
terror,20.13389,32.093151
terror,20.066341,32.116714
terror,13.175477,32.898594
terror,66.18602,36.908036
terror,70.759229,34.720361
terror,13.11846,32.8745
terror,70.75236,34.956696
terror,62.217115,34.346382
terror,69.918227,33.337275
terror,44.48659,33.321917
terror,44.299727,33.272341
terror,44.5078,33.251506
terror,44.372122,33.259511
terror,33.953889,31.161111
terror,44.583288,33.100037
terror,33.803344,31.132164
terror,43.496293,36.043987
terror,43.865535,33.165214
terror,66.883392,25.028372
terror,62.716175,26.07108
terror,68.654051,33.88629
terror,68.401881,33.68849
terror,126.105552,7.705628
terror,20.075833,32.116667
terror,80.818651,18.328457
terror,81.350022,18.899915
terror,81.214325,18.284592
terror,-5.926876,54.650411
terror,126.137057,7.548571
terror,43.130295,36.340035
terror,43.150411,36.395215
terror,43.3,33.416667
terror,44.63226,33.75
terror,43.783288,33.35
terror,43.783333,33.349963
terror,69.859741,32.320237
terror,37.810278,47.098056
terror,39.472222,48.670556
terror,38.7998,48.747901
terror,38.375833,48.523889
terror,40.130556,49.377778
terror,74.308888,31.450112
terror,73.015815,34.496522
terror,71.4875,33.474722
terror,124.469979,7.044589
terror,25.794635,11.093949
terror,36.211063,34.004679
terror,44.193847,15.371235
terror,-56.561647,-24.194867
terror,22.633266,32.766667
terror,36.701667,35.981667
terror,36.633333,35.933333
terror,36.633333,35.933333
terror,44.768614,1.717466
terror,44.685556,33.860278
terror,69.18161,34.518238
terror,43.907902,33.399611
terror,69.100131,29.142177
terror,65.931256,36.217305
terror,39.675992,-4.057744
terror,16.588936,31.205314
terror,1.408422,18.438719
terror,30.842894,29.308402
terror,31.200845,30.055528
terror,37.998037,48.598667
terror,28.981973,41.081403
terror,139.703549,35.69384
terror,80.812864,18.79771
terror,70.368889,33.423333
terror,90.224466,25.567937
terror,65.45986,33.239717
terror,71.330855,35.488612
terror,97.75,22.933292
terror,85.464468,22.576584
terror,37.819617,47.097644
terror,36.420501,34.179039
terror,93.740234,25.903798
terror,2.94722,50.420096
terror,44.087623,37.375571
terror,44.087623,37.375571
terror,35.11114,31.524213
terror,24.966667,13.633333
terror,44.883333,13.05
terror,7.417553,11.280235
terror,34.238565,31.280089
terror,33.802764,31.132848
terror,34.240217,31.279606
terror,34.111909,31.21443
terror,13.191338,32.887209
terror,42.564486,-0.117911
terror,44.235291,33.63497
terror,44.271677,33.257938
terror,44.065735,33.291496
terror,44.605556,33.792778
terror,44.51958,33.28
terror,44.936884,33.978584
terror,69.365678,30.475091
terror,69.514156,30.498044
terror,68.600175,30.366743
terror,44.409915,33.328267
terror,125.336637,8.968959
terror,68.868066,36.728591
terror,120.966667,15.366667
terror,68.90443,33.29414
terror,88.652079,23.576205
terror,64.5333,35.8464
terror,68.578186,33.421827
terror,124.789,8.859
terror,125.134798,7.215279
terror,125.095724,6.953512
terror,86.676759,22.444977
terror,89.363039,25.598137
terror,71.795141,34.102419
terror,71.795141,34.102419
terror,71.795141,34.102419
terror,94.107789,25.669858
terror,94.258951,26.090935
terror,-6.668275,55.136656
terror,40.742222,36.511667
terror,32.549807,29.966834
terror,44.157787,33.462707
terror,67.211702,24.858406
terror,45.340469,2.032623
terror,44.437011,33.293083
terror,44.583422,33.09985
terror,43.37356,33.452807
terror,46.057217,13.634756
terror,71.073905,36.883582
terror,45.340469,2.032623
terror,80.814331,18.797987
terror,80.814331,18.797987
terror,74.461454,34.285858
terror,71.992739,33.987664
terror,69.859741,32.320237
terror,91.974697,26.410254
terror,70.658333,32.940556
terror,70.75387,34.266592
terror,36.184167,33.071111
terror,30.730906,27.859921
terror,-63.670547,9.640122
terror,34.068053,31.207293
terror,33.820059,31.125883
terror,44.941095,34.001045
terror,44.941095,34.001045
terror,44.354346,33.061667
terror,44.434701,33.223512
terror,43.220556,35.9925
terror,43.220556,35.9925
terror,31.213905,30.02095
terror,71.018611,33.925278
terror,24.090425,13.651143
terror,24.860833,13.008611
terror,23.734229,37.950012
terror,69.445084,37.157995
terror,93.385508,23.365247
terror,125.482616,7.237529
terror,30.018867,11.94938
terror,11.291944,10.910556
terror,11.271926,10.913944
terror,10.773285,10.822963
terror,7.510333,6.452667
terror,12.089108,10.906661
terror,11.374312,11.106443
terror,11.167415,10.283249
terror,7.049844,4.815554
terror,10.773285,10.822963
terror,12.151123,10.749466
terror,7.087067,6.217015
terror,10.408754,10.996501
terror,11.335948,11.09576
terror,30.059246,11.506841
terror,66.905639,32.102813
terror,66.325235,31.805837
terror,22.633266,32.766667
terror,12.728314,32.752222
terror,42.545278,-0.358056
terror,44.404012,33.18086
terror,44.027545,33.30461
terror,44.373779,33.664354
terror,69.174589,34.523124
terror,65.87806,32.62998
terror,67.112496,36.713743
terror,67.019374,32.186145
terror,69.014888,34.007202
terror,124.822629,6.213642
terror,65.791944,29.078611
terror,71.456944,33.986111
terror,71.774167,34.814444
terror,69.192335,28.249103
terror,124.455527,6.929306
terror,124.470583,6.936604
terror,124.427234,6.94985
terror,122.434284,11.216977
terror,126.066667,8.05
terror,10.532222,10.394167
terror,10.532222,10.394167
terror,10.330143,10.271304
terror,10.330143,10.271304
terror,7.049844,4.815554
terror,6.757429,6.091852
terror,81.047434,20.011318
terror,4.566846,7.766313
terror,28.86368,-0.631711
terror,28.983333,-0.683333
terror,29.045993,-0.791773
terror,124.436448,6.867549
terror,44.202369,15.390314
terror,44.35085,35.43395
terror,44.253056,33.078867
terror,44.413457,33.54631
terror,44.233244,33.849777
terror,43.809004,34.925074
terror,43.682976,34.600294
terror,43.129821,36.340216
terror,68.670833,28.427222
terror,68.600175,30.366743
terror,66.998734,30.182971
terror,101.536173,6.394265
terror,66.366131,31.798995
terror,68.385044,33.351088
terror,68.54581,36.91693
terror,70.853593,36.921416
terror,70.183406,34.24178
terror,45.035055,12.812316
terror,45.035055,12.812316
terror,45.035055,12.812316
terror,45.035055,12.812316
terror,44.735949,13.700334
terror,45.033514,12.799658
terror,0.132277,15.993959
terror,14.55,5.883333
terror,32.62492,0.365298
terror,36.299684,33.470217
terror,90.391334,23.759912
terror,66.994566,24.868401
terror,72.960556,34.489722
terror,44.768614,1.717466
terror,44.734337,13.718985
terror,24.883333,12.05
terror,36.242275,49.933791
terror,37.815323,47.098049
terror,122.383039,10.780442
terror,122.300054,10.7836
terror,9.556222,9.756048
terror,9.8625,10.223889
terror,10.773285,10.822963
terror,9.681475,9.882082
terror,119.416528,-5.130855
terror,13.309444,13.698611
terror,5.964841,5.636518
terror,43.783196,33.349999
terror,43.783196,33.349999
terror,36.420501,34.179039
terror,16.6,31.2
terror,-6.67137,55.131653
terror,123.434066,8.123819
terror,36.315278,32.568889
terror,44.522353,33.236715
terror,44.385499,33.215389
terror,65.697967,31.638747
terror,44.022031,13.578971
terror,44.022031,13.578971
terror,44.079295,14.306435
terror,44.079295,14.306435
terror,44.079295,14.306435
terror,44.079295,14.306435
terror,44.079295,14.306435
terror,44.079295,14.306435
terror,44.079295,14.306435
terror,28.978359,41.008238
terror,37.274426,35.131102
terror,69.183333,28.633333
terror,67.00178,30.165686
terror,81.143483,18.171811
terror,94.513374,24.857044
terror,36.242275,49.933791
terror,37.744471,48.145297
terror,122.651762,11.150919
terror,123.44216,13.580829
terror,90.215696,25.345055
terror,44.26214,33.537227
terror,9.250278,7.689167
terror,9.250278,7.689167
terror,93.95,24.819959
terror,35.046393,48.464804
terror,13.191338,32.887209
terror,68.414804,33.554014
terror,123.313767,7.451227
terror,125.013987,11.18954
terror,66.234383,35.831929
terror,-7.343105,54.996092
terror,44.235292,33.63497
terror,44.401651,33.423277
terror,66.05885,36.11713
terror,68.488644,35.907028
terror,66.28963,35.780669
terror,70.707922,33.787371
terror,70.387998,32.209583
terror,28.943752,41.015089
terror,36.299684,33.470217
terror,36.201324,32.537497
terror,15.092017,32.377533
terror,62.316639,34.31054
terror,12.247954,31.927219
terror,81.081073,20.186773
terror,71.513294,33.515574
terror,45.032651,12.810493
terror,44.983246,12.783264
terror,125.997348,8.882988
terror,13.309739,13.700304
terror,43.862096,34.845033
terror,31.200826,29.257506
terror,31.013428,30.551154
terror,9.251267,7.68999
terror,9.251315,7.688267
terror,9.251315,7.688267
terror,5.221272,7.620925
terror,0.501686,15.659415
terror,69.828247,34.277465
terror,13.188757,32.868536
terror,10.007128,12.563017
terror,12.081556,31.994285
terror,29.188598,40.906097
terror,7.869569,4.538283
terror,84.370386,24.750336
terror,31.890913,9.908906
terror,93.385499,24.749962
terror,7.864858,11.512042
terror,101.248883,6.871322
terror,101.253628,6.856286
terror,101.267377,6.8795
terror,101.248883,6.871322
terror,49.127513,14.531382
terror,34.114928,31.210604
terror,34.114928,31.210604
terror,34.114928,31.210604
terror,34.114928,31.210604
terror,34.114928,31.210604
terror,33.806592,31.131425
terror,31.724866,30.727675
terror,69.918544,33.337033
terror,64.733953,31.866723
terror,64.733953,31.866723
terror,124.482679,6.986513
terror,95.501386,26.998949
terror,44.391023,33.354802
terror,44.354167,33.061667
terror,44.773299,33.927271
terror,44.413457,33.54631
terror,44.299995,33.27264
terror,64.632048,31.81376
terror,64.114481,31.515351
terror,64.303047,31.402098
terror,65.005053,32.134858
terror,39.661028,-0.452179
terror,30.527218,50.443231
terror,30.527218,50.443231
terror,69.866145,37.447059
terror,69.82798,34.278821
terror,69.099577,29.143049
terror,33.169356,-24.014159
terror,74.350496,34.199914
terror,80.819502,18.790757
terror,70.459467,31.928739
terror,70.838754,29.239351
terror,124.237372,7.199535
terror,43.886388,34.192532
terror,43.783333,33.35
terror,11.167619,10.28235
terror,35.830869,34.438077
terror,20.082436,32.111164
terror,20.082436,32.111164
terror,34.981513,32.196015
terror,123.8947,12.856945
terror,81.49,20.27
terror,36.635177,35.93178
terror,124.600131,8.230408
terror,62.258535,33.514928
terror,62.258535,33.514928
terror,62.258535,33.514928
terror,79.627321,17.140239
terror,43.918597,33.404852
terror,44.363851,33.368141
terror,44.276323,33.341954
terror,44.290556,33.2975
terror,44.253056,33.079167
terror,63.958611,31.363647
terror,64.621428,31.76147
terror,68.925811,33.93706
terror,49.125008,14.538182
terror,49.125008,14.538182
terror,49.125008,14.538182
terror,49.125008,14.538182
terror,49.125008,14.538182
terror,88.35556,22.632176
terror,84.735718,23.68581
terror,63.018088,26.000948
terror,43.01949,15.305307
terror,70.908049,31.824077
terror,45.033129,12.798801
terror,124.865515,12.159742
terror,30.846416,29.318498
terror,14.485294,13.256068
terror,68.364897,33.815519
terror,13.214608,11.587486
terror,6.668473,5.395256
terror,6.515887,5.170767
terror,6.930225,4.847445
terror,5.983198,5.499963
terror,20.082436,32.111164
terror,20.082436,32.111164
terror,16.820695,30.480731
terror,13.019737,32.53094
terror,74.612222,42.874722
terror,36.635177,35.93178
terror,125.399056,6.600683
terror,101.312535,6.763987
terror,126.088223,7.677712
terror,121.100433,6.068013
terror,64.710069,31.854465
terror,101.570559,5.989846
terror,101.805729,6.232697
terror,44.799064,33.694104
terror,44.387479,33.231175
terror,44.434701,33.223512
terror,45.552322,33.747758
terror,44.065556,33.291944
terror,62.032097,32.501463
terror,62.04039,32.486807
terror,68.866277,36.72835
terror,68.416667,33.55
terror,31.199701,30.080069
terror,65.751335,36.663565
