citizenTerror,longitude,latitude
citizenTerror,13.150045,11.833071
citizenTerror,13.154308,11.835157
citizenTerror,44.506622,33.314009
citizenTerror,9.250278,7.689167
citizenTerror,9.556389,7.887778
citizenTerror,8.899702,9.53955
citizenTerror,-5.889722,54.516462
citizenTerror,0,0
citizenTerror,12.847487,10.869117
citizenTerror,44.536067,33.373901
citizenTerror,41.919647,32.559761
citizenTerror,44.319014,33.354019
citizenTerror,44.26214,33.537227
citizenTerror,36.136667,35.671111
citizenTerror,45.577425,13.989099
citizenTerror,45.577103,13.989023
citizenTerror,44.434701,33.223512
citizenTerror,44.34494,33.268315
citizenTerror,30.736206,46.43687
citizenTerror,66.621944,25.807222
citizenTerror,70.01,34.250002
citizenTerror,13.175477,32.898594
citizenTerror,44.48659,33.321917
citizenTerror,44.328297,33.277992
citizenTerror,44.583333,33.099925
citizenTerror,70.010001,34.251187
citizenTerror,31.318125,30.125399
citizenTerror,17.28437,31.051529
citizenTerror,90.38389,23.73336
citizenTerror,15.601668,7.476727
citizenTerror,68.40602,33.303239
citizenTerror,41.854848,3.93555
citizenTerror,68.110286,33.198986
citizenTerror,84.679643,23.429836
citizenTerror,67.00178,30.165686
citizenTerror,44.374428,33.241134
citizenTerror,44.157787,33.462707
citizenTerror,43.299732,33.417114
citizenTerror,24.24782,12.951591
citizenTerror,7.854722,7.905833
citizenTerror,14.100133,13.330266
citizenTerror,121.969,6.702945
citizenTerror,125.055368,7.248848
citizenTerror,-6.519392,55.07261
citizenTerror,16.589121,31.205159
citizenTerror,43.49292,34.929164
citizenTerror,44.300264,33.272714
citizenTerror,42.546057,3.813108
citizenTerror,44.533333,1.783333
citizenTerror,91.852863,22.33428
citizenTerror,123.739079,12.479267
citizenTerror,124.347691,8.001274
citizenTerror,44.35676,33.247211
citizenTerror,44.396927,33.425404
citizenTerror,70.53228,34.47524
citizenTerror,73.201062,34.333882
citizenTerror,14.2725,12.555556
citizenTerror,-6.52346,55.20506
citizenTerror,44.217289,33.512032
citizenTerror,44.185208,34.262422
citizenTerror,44.257377,33.205814
citizenTerror,71.291389,34.662222
citizenTerror,43.865535,33.165214
citizenTerror,38.961823,48.756914
citizenTerror,29.461035,0.485721
citizenTerror,29.461035,0.485721
citizenTerror,29.461035,0.485721
citizenTerror,44.35685,32.98484
citizenTerror,45.149451,33.773349
citizenTerror,44.35676,33.247211
citizenTerror,44.396927,33.425404
citizenTerror,43.3775,36.269722
citizenTerror,31.193945,30.044757
citizenTerror,14.207622,12.373042
citizenTerror,14.185827,12.342068
citizenTerror,14.185974,12.342197
citizenTerror,-6.517112,55.072002
citizenTerror,5.898714,4.867777
citizenTerror,21.994822,-8.187506
citizenTerror,22.810833,-10.496389
citizenTerror,26.419389,-8.885114
citizenTerror,44.157787,33.462707
citizenTerror,44.385499,33.215389
citizenTerror,44.385499,33.215389
citizenTerror,20.164085,32.076931
citizenTerror,20.131139,32.097517
citizenTerror,43.886259,34.192418
citizenTerror,40.7488,36.518134
citizenTerror,40.7488,36.518134
citizenTerror,90.386091,23.728408
citizenTerror,42.549911,33.85
citizenTerror,43.103722,36.597422
citizenTerror,64.988808,36.062944
citizenTerror,44.021881,13.578855
citizenTerror,84.679643,23.429508
citizenTerror,13.684167,11.518889
citizenTerror,13.691166,11.085936
citizenTerror,11.990833,10.443056
citizenTerror,29.966667,1.85
citizenTerror,10.210798,7.643137
citizenTerror,62.146101,32.444542
citizenTerror,44.362669,33.067184
citizenTerror,44.328208,33.277917
citizenTerror,44.276413,33.34188
citizenTerror,20.131139,32.097517
citizenTerror,37.833378,48.399978
citizenTerror,38.563889,48.7225
citizenTerror,47.141086,4.52987
citizenTerror,69.100003,29.142127
citizenTerror,62.217115,34.346382
citizenTerror,36.574293,32.48558
citizenTerror,92.780471,26.866761
citizenTerror,12.936369,11.845278
citizenTerror,41.86,36.32
citizenTerror,43.907902,33.399611
citizenTerror,87.084012,23.708554
citizenTerror,69.183451,28.242526
citizenTerror,75.099576,33.786899
citizenTerror,44.44178,33.362392
citizenTerror,68.386419,33.55666
citizenTerror,65.116341,36.947944
citizenTerror,43.130055,36.339949
citizenTerror,44.506622,33.314009
citizenTerror,44.507722,33.251575
citizenTerror,37.149496,36.204237
citizenTerror,37.14328,36.207273
citizenTerror,37.147263,36.207239
citizenTerror,23.731099,38.023627
citizenTerror,24.714134,13.704467
citizenTerror,62.94792,32.243743
citizenTerror,36.633333,35.933333
citizenTerror,20.066341,32.116714
citizenTerror,44.299727,33.272341
citizenTerror,44.5078,33.251506
citizenTerror,44.583288,33.100037
citizenTerror,43.865535,33.165214
citizenTerror,126.105552,7.705628
citizenTerror,20.075833,32.116667
citizenTerror,80.818651,18.328457
citizenTerror,-5.926876,54.650411
citizenTerror,43.3,33.416667
citizenTerror,44.63226,33.75
citizenTerror,39.472222,48.670556
citizenTerror,38.7998,48.747901
citizenTerror,38.375833,48.523889
citizenTerror,71.4875,33.474722
citizenTerror,25.794635,11.093949
citizenTerror,44.193847,15.371235
citizenTerror,44.685556,33.860278
citizenTerror,90.224466,25.567937
citizenTerror,65.45986,33.239717
citizenTerror,71.330855,35.488612
citizenTerror,85.464468,22.576584
citizenTerror,37.819617,47.097644
citizenTerror,36.420501,34.179039
citizenTerror,24.966667,13.633333
citizenTerror,44.235291,33.63497
citizenTerror,44.271677,33.257938
citizenTerror,44.065735,33.291496
citizenTerror,44.605556,33.792778
citizenTerror,68.578186,33.421827
citizenTerror,89.363039,25.598137
citizenTerror,-6.668275,55.136656
citizenTerror,44.157787,33.462707
citizenTerror,44.583422,33.09985
citizenTerror,43.37356,33.452807
citizenTerror,70.75387,34.266592
citizenTerror,44.941095,34.001045
citizenTerror,44.941095,34.001045
citizenTerror,44.354346,33.061667
citizenTerror,125.482616,7.237529
citizenTerror,30.018867,11.94938
citizenTerror,12.089108,10.906661
citizenTerror,11.374312,11.106443
citizenTerror,11.167415,10.283249
citizenTerror,12.151123,10.749466
citizenTerror,30.059246,11.506841
citizenTerror,12.728314,32.752222
citizenTerror,28.86368,-0.631711
citizenTerror,28.983333,-0.683333
citizenTerror,29.045993,-0.791773
citizenTerror,43.129821,36.340216
citizenTerror,66.998734,30.182971
citizenTerror,68.385044,33.351088
citizenTerror,45.035055,12.812316
citizenTerror,45.035055,12.812316
citizenTerror,45.035055,12.812316
citizenTerror,44.735949,13.700334
citizenTerror,14.55,5.883333
citizenTerror,9.556222,9.756048
citizenTerror,9.8625,10.223889
citizenTerror,9.681475,9.882082
citizenTerror,13.309444,13.698611
citizenTerror,36.420501,34.179039
citizenTerror,-6.67137,55.131653
citizenTerror,36.315278,32.568889
citizenTerror,44.022031,13.578971
citizenTerror,44.022031,13.578971
citizenTerror,37.274426,35.131102
citizenTerror,44.26214,33.537227
citizenTerror,9.250278,7.689167
citizenTerror,9.250278,7.689167
citizenTerror,13.191338,32.887209
citizenTerror,68.414804,33.554014
citizenTerror,66.234383,35.831929
citizenTerror,-7.343105,54.996092
citizenTerror,44.401651,33.423277
citizenTerror,66.28963,35.780669
citizenTerror,62.316639,34.31054
citizenTerror,71.513294,33.515574
citizenTerror,13.309739,13.700304
citizenTerror,9.251267,7.68999
citizenTerror,9.251315,7.688267
citizenTerror,9.251315,7.688267
citizenTerror,5.221272,7.620925
citizenTerror,29.188598,40.906097
citizenTerror,84.370386,24.750336
citizenTerror,33.806592,31.131425
citizenTerror,44.391023,33.354802
citizenTerror,44.354167,33.061667
citizenTerror,44.413457,33.54631
citizenTerror,44.299995,33.27264
citizenTerror,69.866145,37.447059
citizenTerror,69.82798,34.278821
citizenTerror,43.783333,33.35
citizenTerror,35.830869,34.438077
citizenTerror,20.082436,32.111164
citizenTerror,20.082436,32.111164
citizenTerror,124.600131,8.230408
citizenTerror,44.276323,33.341954
citizenTerror,44.290556,33.2975
citizenTerror,68.925811,33.93706
citizenTerror,14.485294,13.256068
citizenTerror,13.214608,11.587486
citizenTerror,6.668473,5.395256
citizenTerror,6.515887,5.170767
citizenTerror,6.930225,4.847445
citizenTerror,20.082436,32.111164
citizenTerror,20.082436,32.111164
citizenTerror,13.019737,32.53094
citizenTerror,44.387479,33.231175
citizenTerror,45.552322,33.747758
citizenTerror,44.065556,33.291944
citizenTerror,69.843706,32.337466
citizenTerror,69.252265,29.90089
citizenTerror,39.717336,41.002512
citizenTerror,20.0555,32.094011
citizenTerror,20.081492,32.121454
citizenTerror,94.02649,25.272631
citizenTerror,44.257377,33.205814
citizenTerror,44.385498,33.21539
citizenTerror,44.153611,33.464444
citizenTerror,43.86549,33.165289
citizenTerror,69.829295,37.132138
citizenTerror,-0.027987,16.263981
citizenTerror,71.598332,34.011163
citizenTerror,-7.465569,54.828933
citizenTerror,12.380308,10.484913
citizenTerror,45.033129,12.798801
citizenTerror,7.341397,10.297885
citizenTerror,75.11464,33.935438
citizenTerror,44.633333,33.75
citizenTerror,44.370668,33.373689
citizenTerror,44.34494,33.268315
citizenTerror,44.411096,33.387476
citizenTerror,36.873459,36.202101
citizenTerror,32.901032,24.088088
citizenTerror,49.127513,14.531382
citizenTerror,6.782386,12.779693
citizenTerror,20.082436,32.111164
citizenTerror,20.120792,32.076644
citizenTerror,20.079898,32.111081
citizenTerror,7.43316,10.518283
citizenTerror,36.230861,49.994061
citizenTerror,71.23306,34.8545
citizenTerror,43.13,36.34
citizenTerror,43.783333,33.35
citizenTerror,-5.810265,54.856471
citizenTerror,45.006995,12.789572
citizenTerror,45.041111,12.775278
citizenTerror,71.742588,34.149919
citizenTerror,41.094472,34.368794
citizenTerror,12.088962,10.905959
citizenTerror,64.878258,36.24499
citizenTerror,7.231595,10.61966
citizenTerror,68.031068,33.196123
citizenTerror,44.433333,33.3
citizenTerror,44.611213,33.087354
citizenTerror,13.222047,10.750311
citizenTerror,44.251964,33.077655
citizenTerror,43.67451,34.635539
citizenTerror,43.678302,34.629291
citizenTerror,0.08,17.36
citizenTerror,44.247902,14.141572
citizenTerror,92.563591,24.680954
citizenTerror,44.271588,33.258237
citizenTerror,44.401651,33.423277
citizenTerror,44.31301,35.265597
citizenTerror,62.203121,34.344499
citizenTerror,101.355786,6.782746
citizenTerror,37.159335,36.215531
citizenTerror,45.006956,12.789569
citizenTerror,44.98601,12.894405
citizenTerror,45.033129,12.798801
citizenTerror,45.033129,12.798801
citizenTerror,36.422645,34.547204
citizenTerror,92.096506,26.744352
citizenTerror,44.433333,33.3
citizenTerror,43.412838,34.927721
citizenTerror,43.490958,34.883316
citizenTerror,125.65418,8.661871
citizenTerror,101.712705,5.95214
citizenTerror,101.712705,5.95214
citizenTerror,42.55,33.85
citizenTerror,44.328386,33.277992
citizenTerror,45.322811,15.464952
citizenTerror,36.420619,34.179507
citizenTerror,67.009511,24.85788
citizenTerror,44.328386,33.277992
citizenTerror,44.854424,33.879933
citizenTerror,44.21901,33.512586
citizenTerror,44.315808,35.466633
citizenTerror,67.91022,34.353756
citizenTerror,68.649436,33.907019
citizenTerror,67.82389,29.041033
citizenTerror,37.833358,48.400353
citizenTerror,81.92232,18.242918
citizenTerror,43.193356,15.223084
citizenTerror,44.507563,33.251158
citizenTerror,37.152894,36.208702
citizenTerror,29.651048,12.045941
citizenTerror,45.041111,12.775278
citizenTerror,67.133736,24.822827
citizenTerror,36.421202,34.180212
citizenTerror,68.011808,28.990578
citizenTerror,44.685901,33.125073
citizenTerror,44.354167,33.061667
citizenTerror,44.352328,33.294066
citizenTerror,125.992616,7.731239
citizenTerror,43.276246,33.414561
citizenTerror,44.685901,33.125073
citizenTerror,44.48659,33.321917
citizenTerror,29.716667,11.016667
citizenTerror,29.651048,12.045941
citizenTerror,44.153611,33.464444
citizenTerror,44.383333,33.366667
citizenTerror,71.446847,33.99003
citizenTerror,36.420619,34.179507
citizenTerror,67.185046,33.30785
citizenTerror,44.385499,33.215389
citizenTerror,91.401722,26.519733
citizenTerror,29.496584,0.651532
citizenTerror,29.651048,12.045941
citizenTerror,44.413457,33.54631
citizenTerror,29.450939,-1.17645
citizenTerror,45.033129,12.798801
citizenTerror,69.319085,33.16506
citizenTerror,79.093396,13.201381
citizenTerror,40.143057,35.365051
citizenTerror,44.34494,33.268315
citizenTerror,44.536067,33.3739
citizenTerror,44.70296,33.376952
citizenTerror,65.666684,31.856434
citizenTerror,66.911308,32.107527
citizenTerror,29.716667,11.016667
citizenTerror,14.09241,11.169146
citizenTerror,69.450035,31.35372
citizenTerror,94.114281,25.653914
citizenTerror,44.328386,33.277992
citizenTerror,44.391944,33.251389
citizenTerror,22.640247,32.763335
citizenTerror,20.077181,32.091754
citizenTerror,20.069392,32.089956
citizenTerror,44.4,33.3
citizenTerror,123.675023,12.923379
citizenTerror,70.334342,33.699207
citizenTerror,66.997376,30.582931
citizenTerror,70.484301,34.454826
citizenTerror,44.488947,33.305081
citizenTerror,44.398416,33.342257
citizenTerror,32.84869,39.926904
citizenTerror,45.041111,12.775278
citizenTerror,34.453593,31.522561
citizenTerror,31.581367,4.846851
citizenTerror,44.488947,33.305081
citizenTerror,44.936944,33.978611
citizenTerror,44.153611,33.464444
citizenTerror,44.21901,33.512586
citizenTerror,44.413457,33.54631
citizenTerror,44.42408,33.29258
citizenTerror,44.328386,35.299472
citizenTerror,69.322329,33.156362
citizenTerror,2.359279,48.792716
citizenTerror,22.518263,31.978195
citizenTerror,20.091072,32.111344
citizenTerror,20.113008,32.098009
citizenTerror,20.095606,32.102522
citizenTerror,20.120792,32.076644
citizenTerror,44.413457,33.54631
citizenTerror,28.951608,41.010674
citizenTerror,11.082491,11.707235
citizenTerror,10.0759,7.408062
citizenTerror,10.310718,7.668028
citizenTerror,9.759532,7.760683
citizenTerror,34.147776,31.212717
citizenTerror,101.860365,5.915894
citizenTerror,44.453576,33.30073
citizenTerror,44.253056,33.079167
citizenTerror,37.152329,36.203737
citizenTerror,81.995576,17.69368
citizenTerror,45.033333,12.8
citizenTerror,44.395746,35.470616
citizenTerror,44.583333,33.1
citizenTerror,8.267226,9.346554
citizenTerror,7.406966,5.110208
citizenTerror,44.42526,33.376592
citizenTerror,44.328386,33.277992
citizenTerror,44.536067,33.3739
citizenTerror,44.583333,33.1
citizenTerror,36.320009,35.814405
citizenTerror,63.018088,26.000948
citizenTerror,-4.431083,15.168486
citizenTerror,43.886388,34.192532
citizenTerror,84.538083,23.045276
citizenTerror,13.188757,32.868536
citizenTerror,36.703065,35.980922
citizenTerror,36.678056,35.990278
citizenTerror,13.601253,11.925375
citizenTerror,14.534444,12.437778
citizenTerror,44.583333,33.1
citizenTerror,41.365979,37.837423
citizenTerror,102.061892,6.253156
citizenTerror,101.261771,6.266014
citizenTerror,44.354167,33.061667
citizenTerror,44.373779,33.664354
citizenTerror,31.320609,30.125427
citizenTerror,69.851526,34.500738
citizenTerror,67.009939,24.861462
citizenTerror,30.983749,28.921436
citizenTerror,-3.404419,16.266174
citizenTerror,70.380771,34.885813
citizenTerror,68.416667,33.55
citizenTerror,65.690377,31.617835
citizenTerror,69.400666,33.701318
citizenTerror,67.538056,32.590833
citizenTerror,29.187032,-0.427066
citizenTerror,14.534444,12.440389
citizenTerror,-6.392875,53.988615
citizenTerror,44.299995,33.27264
citizenTerror,44.5078,33.251506
citizenTerror,44.633333,33.75
citizenTerror,8.714045,9.526915
citizenTerror,68.304064,34.216831
citizenTerror,71.793382,34.804415
citizenTerror,88.465448,22.692502
citizenTerror,44.405089,33.332607
citizenTerror,67.876755,29.539772
citizenTerror,8.76887,7.915185
citizenTerror,8.81127,7.891478
citizenTerror,8.793912,7.908288
citizenTerror,8.801855,8.158376
citizenTerror,9.497113,6.898706
citizenTerror,9.298841,7.267985
citizenTerror,9.223708,7.417938
citizenTerror,9.184871,7.438246
citizenTerror,123.397981,12.511175
citizenTerror,34.240189,31.280258
citizenTerror,34.110597,31.215207
citizenTerror,44.019369,13.583145
citizenTerror,71.017381,33.680738
citizenTerror,44.328386,33.277992
citizenTerror,44.34494,33.268315
citizenTerror,44.495429,33.357917
citizenTerror,44.354167,33.061667
citizenTerror,-5.918894,54.646254
citizenTerror,-6.199335,53.388296
citizenTerror,20.113008,32.098009
citizenTerror,20.095606,32.102522
citizenTerror,20.058398,32.076611
citizenTerror,20.120792,32.076644
citizenTerror,20.070408,32.114194
citizenTerror,20.091063,32.111411
citizenTerror,44.34494,33.268315
citizenTerror,67.001489,30.165819
citizenTerror,123.668206,12.622839
citizenTerror,2.4,15.916667
citizenTerror,44.228944,33.281811
citizenTerror,44.328386,33.277992
citizenTerror,43.490958,34.883316
citizenTerror,44.233333,33.85
citizenTerror,37.745007,48.145471
citizenTerror,37.863791,48.263639
citizenTerror,35.257532,32.1529
citizenTerror,71.573242,34.007753
citizenTerror,93.93225,24.920486
citizenTerror,34.59689,44.773915
citizenTerror,20.120792,32.076644
citizenTerror,20.091072,32.111344
citizenTerror,44.495429,33.357917
citizenTerror,45.032651,12.810493
citizenTerror,0,0
citizenTerror,29.568279,-0.883164
citizenTerror,29.428151,-1.16478
citizenTerror,44.290556,33.2975
citizenTerror,44.401651,33.423277
citizenTerror,20.068257,32.116118
citizenTerror,6.538294,10.667369
citizenTerror,69.186466,34.534421
citizenTerror,44.481583,33.395512
citizenTerror,44.411096,33.387476
citizenTerror,44.489959,13.371096
citizenTerror,-3.732,16.738
citizenTerror,24.043082,12.962201
citizenTerror,37.143343,36.208903
citizenTerror,37.118452,36.187546
citizenTerror,37.152077,36.206258
citizenTerror,44.694639,1.807923
citizenTerror,44.583333,33.1
citizenTerror,44.318925,33.354467
citizenTerror,44.4,33.3
citizenTerror,31.730288,30.725516
citizenTerror,-7.308441,54.996635
citizenTerror,44.633333,33.75
citizenTerror,80.004579,19.411248
citizenTerror,-5.93012,54.597285
citizenTerror,68.404809,31.657428
citizenTerror,122.192254,6.606469
citizenTerror,79.739988,15.9129
citizenTerror,29.051811,-2.906356
citizenTerror,44.34494,33.268315
citizenTerror,44.506622,33.314009
citizenTerror,44.724444,33.906667
citizenTerror,13.112734,32.846425
citizenTerror,37.145968,36.227697
citizenTerror,37.167394,36.21966
citizenTerror,37.121168,36.226391
citizenTerror,37.133497,36.219291
citizenTerror,37.160027,36.2065
citizenTerror,37.162706,36.214909
citizenTerror,42.378056,34.139722
citizenTerror,73.29889,33.24999
citizenTerror,37.062618,36.163858
citizenTerror,-96.641877,32.959034
citizenTerror,44.685901,33.125073
citizenTerror,44.48659,33.321917
citizenTerror,3.814444,36.806667
citizenTerror,36.786072,1.786405
citizenTerror,0,0
citizenTerror,93.700086,24.34641
citizenTerror,85.655157,23.973156
citizenTerror,85.655157,23.973156
citizenTerror,-4.095664,14.331694
citizenTerror,20.944237,41.991521
citizenTerror,44.299995,33.27264
citizenTerror,44.398416,33.342257
citizenTerror,44.446499,35.143172
citizenTerror,8.896159,9.542607
citizenTerror,8.896159,9.542607
citizenTerror,67.001035,24.858352
citizenTerror,62.489444,32.629444
citizenTerror,62.121463,32.376695
citizenTerror,23.307366,13.471459
citizenTerror,45.866662,13.883349
citizenTerror,44.883764,13.057677
citizenTerror,37.096354,36.208348
citizenTerror,38.375522,48.536429
citizenTerror,44.5078,33.251506
citizenTerror,44.432341,33.411707
citizenTerror,44.271588,33.258237
citizenTerror,13.006083,13.533182
citizenTerror,11.0818,13.8622
citizenTerror,44.228944,17.565604
citizenTerror,42.561111,16.889167
citizenTerror,120.913233,5.553923
citizenTerror,68.763192,33.468564
citizenTerror,44.466549,33.30954
citizenTerror,66.712915,30.805486
citizenTerror,0,0
citizenTerror,12.54557,10.66806
citizenTerror,6.238065,7.561308
citizenTerror,45.30408,2.042886
citizenTerror,40.741049,36.506381
citizenTerror,40.7488,36.518134
citizenTerror,40.743405,36.491649
citizenTerror,66.961906,24.938316
citizenTerror,73.244359,34.83825
citizenTerror,44.228944,17.565604
citizenTerror,93.49534,24.988392
citizenTerror,45.866662,13.883349
citizenTerror,101.263056,6.265556
citizenTerror,67.183199,32.186201
citizenTerror,68.3697,33.770837
citizenTerror,44.413457,33.54631
citizenTerror,44.373779,33.664354
citizenTerror,44.335481,33.349297
citizenTerror,69.695567,33.952528
citizenTerror,20.08418,32.104737
citizenTerror,67.183199,32.186201
citizenTerror,44.207534,35.098487
citizenTerror,44.201389,33.508611
citizenTerror,29.428089,0.4528
citizenTerror,90.230948,25.20839
citizenTerror,24.984044,13.347388
citizenTerror,24.453587,12.944692
citizenTerror,25.484651,12.927674
citizenTerror,24.408746,12.947516
citizenTerror,25.857149,13.606519
citizenTerror,24.424238,12.937959
citizenTerror,24.453587,12.944692
citizenTerror,44.654444,33.856667
citizenTerror,44.42526,33.295433
citizenTerror,44.413457,33.54631
citizenTerror,43.462072,35.272259
citizenTerror,44.401651,33.346641
citizenTerror,9.232445,6.891479
citizenTerror,37.120404,36.189954
citizenTerror,73.06584,33.602405
citizenTerror,64.105629,35.71907
citizenTerror,12.747604,32.763002
citizenTerror,44.26214,33.537227
citizenTerror,43.783333,33.35
citizenTerror,44.228944,17.565604
citizenTerror,71.256418,34.568294
citizenTerror,44.432341,33.411707
citizenTerror,44.385499,33.215389
citizenTerror,44.853765,33.880255
citizenTerror,44.936944,33.978611
citizenTerror,44.981618,12.860199
citizenTerror,93.923465,24.954357
citizenTerror,71.345408,34.739215
citizenTerror,44.338656,33.331454
citizenTerror,44.290591,33.297527
citizenTerror,44.48659,33.321917
citizenTerror,43.13,36.34
citizenTerror,42.104762,36.470321
citizenTerror,42.570567,16.889359
citizenTerror,29.481765,0.585479
citizenTerror,43.3,33.416667
citizenTerror,43.3,33.416667
citizenTerror,30.194722,30.437778
citizenTerror,28.002506,7.701738
citizenTerror,70.772254,34.317813
citizenTerror,44.016965,13.555918
citizenTerror,66.942812,31.594155
citizenTerror,20.092435,32.067043
citizenTerror,36.753099,34.730278
citizenTerror,36.714358,34.731913
citizenTerror,44.408326,33.327848
citizenTerror,44.157787,33.462707
citizenTerror,44.335481,33.349297
citizenTerror,44.235291,33.63497
citizenTerror,45.067169,33.695694
citizenTerror,44.228944,17.565604
citizenTerror,67.018698,30.183887
citizenTerror,64.147824,34.925508
citizenTerror,45.866662,13.883349
citizenTerror,44.436343,33.344096
citizenTerror,44.4,33.3
citizenTerror,0,0
citizenTerror,44.733454,13.703256
citizenTerror,67.003204,30.197021
citizenTerror,-2.29348,16.80072
citizenTerror,-1.924122,16.88073
citizenTerror,67.15187,24.93778
citizenTerror,44.385499,33.215389
citizenTerror,34.240191,31.280267
citizenTerror,14.537057,11.78606
citizenTerror,13.153906,11.827207
citizenTerror,44.021944,13.578889
citizenTerror,29.496584,0.651532
citizenTerror,29.496584,0.651532
citizenTerror,70.703611,33.484444
citizenTerror,62.121382,32.376614
citizenTerror,20.16882,32.085556
citizenTerror,35.125256,31.654871
citizenTerror,44.70296,33.376952
citizenTerror,12.232488,10.781062
citizenTerror,12.380184,8.573451
citizenTerror,43.262615,33.402337
citizenTerror,43.318845,33.434282
citizenTerror,64.991592,35.12915
citizenTerror,65.000854,33.534235
citizenTerror,101.280407,6.541102
citizenTerror,101.280407,6.541102
citizenTerror,101.280407,6.541102
citizenTerror,101.280407,6.541102
citizenTerror,101.280407,6.541102
citizenTerror,101.280407,6.541102
citizenTerror,101.280407,6.541102
citizenTerror,101.280407,6.541102
citizenTerror,101.280407,6.541102
citizenTerror,101.280407,6.541102
citizenTerror,101.280407,6.541102
citizenTerror,101.280407,6.541102
citizenTerror,101.280407,6.541102
citizenTerror,101.280407,6.541102
citizenTerror,101.280407,6.541102
citizenTerror,101.280407,6.541102
citizenTerror,101.280407,6.541102
citizenTerror,101.280407,6.541102
citizenTerror,101.280407,6.541102
citizenTerror,101.280407,6.541102
citizenTerror,0,0
citizenTerror,13.16814,11.834415
citizenTerror,44.833004,1.980537
citizenTerror,8.092927,7.597281
citizenTerror,8.205912,7.580215
citizenTerror,8.203927,7.585055
citizenTerror,67.042618,31.57276
citizenTerror,70.914444,32.605278
citizenTerror,38.873422,34.880204
citizenTerror,38.873767,34.884225
citizenTerror,-7.334252,55.029571
citizenTerror,101.280396,6.541138
citizenTerror,65.054246,31.623036
citizenTerror,22.78389,13.231231
citizenTerror,73.48228,34.10741
citizenTerror,69.494526,33.722765
citizenTerror,20.10232,32.084449
citizenTerror,20.068749,32.07577
citizenTerror,44.491304,33.346826
citizenTerror,44.354167,33.061667
citizenTerror,13.627589,10.890928
citizenTerror,31.655479,9.529987
citizenTerror,38.51454,48.693013
citizenTerror,44.021944,13.578889
citizenTerror,44.021944,13.578889
citizenTerror,0,0
citizenTerror,44.432341,33.411707
citizenTerror,13.194583,32.889691
citizenTerror,43.525278,33.384444
citizenTerror,44.611466,34.878959
citizenTerror,44.308278,33.240695
citizenTerror,69.253218,29.896654
citizenTerror,12.381162,10.133436
citizenTerror,32.301866,31.265289
citizenTerror,38.278149,34.556886
citizenTerror,44.373304,33.115553
citizenTerror,94.361199,25.094532
citizenTerror,35.330828,36.991419
citizenTerror,34.633333,36.8
citizenTerror,38.278149,34.556886
citizenTerror,70.901972,31.831335
citizenTerror,29.481765,0.585479
citizenTerror,-0.841648,15.850913
citizenTerror,121.025107,5.933101
citizenTerror,12.569435,10.407729
citizenTerror,44.021944,13.578889
citizenTerror,37.675136,48.062091
citizenTerror,37.810278,47.098056
citizenTerror,37.672292,48.096181
citizenTerror,80.363921,19.413342
citizenTerror,66.05,32.847222
citizenTerror,43.525278,33.384444
citizenTerror,-3.732001,16.738272
citizenTerror,-3.006859,16.780184
citizenTerror,44.373304,33.115553
citizenTerror,94.511082,24.856503
citizenTerror,8.900563,9.551137
citizenTerror,8.928101,9.503691
citizenTerror,9.64741,7.531867
citizenTerror,43.483521,33.399059
citizenTerror,64.853056,33.689444
citizenTerror,-7.463596,54.827296
citizenTerror,24.764722,13.467778
citizenTerror,23.890051,13.08213
citizenTerror,24.850999,13.5227
citizenTerror,24.849722,13.313056
citizenTerror,24.850999,13.5227
citizenTerror,24.850999,13.5227
citizenTerror,24.851003,13.522701
citizenTerror,24.850999,13.52271
citizenTerror,24.880485,12.051801
citizenTerror,-3.005898,16.770281
citizenTerror,12.973154,10.692429
citizenTerror,13.160543,11.830503
citizenTerror,13.168748,11.831674
citizenTerror,42.863788,19.096906
citizenTerror,36.296973,33.524631
citizenTerror,65.263356,36.854732
citizenTerror,44.010392,13.574698
citizenTerror,13.188531,32.852787
citizenTerror,101.792723,6.324545
citizenTerror,44.432341,33.411707
citizenTerror,43.516219,34.832819
citizenTerror,40.382036,-0.187541
citizenTerror,13.455988,10.874529
citizenTerror,71.435873,33.974411
citizenTerror,44.213536,15.355873
citizenTerror,42.9675,16.529444
citizenTerror,44.583139,33.100298
citizenTerror,29.366667,-3.383333
citizenTerror,16.605798,31.201267
citizenTerror,34.008889,31.186667
citizenTerror,29.238358,-0.158017
citizenTerror,-75.754052,2.025595
citizenTerror,44.833004,1.980537
citizenTerror,44.773299,1.918051
citizenTerror,44.746636,1.888742
citizenTerror,44.859444,2.028056
citizenTerror,67.706977,32.680231
citizenTerror,44.411096,33.387476
citizenTerror,29.366667,-3.383333
citizenTerror,12.780203,12.496733
citizenTerror,31.678611,30.5375
citizenTerror,42.549783,-0.352156
citizenTerror,35.230809,31.779769
citizenTerror,71.451389,34.710556
citizenTerror,44.021944,13.578889
citizenTerror,43.519793,17.667343
citizenTerror,68.295174,34.216354
citizenTerror,44.446499,35.143172
citizenTerror,44.413457,33.54631
citizenTerror,44.633333,33.75
citizenTerror,42.55,33.85
citizenTerror,9.351988,7.512194
citizenTerror,9.349404,7.511826
citizenTerror,9.348992,7.509576
citizenTerror,9.351619,7.509183
citizenTerror,9.35066,7.506095
citizenTerror,70.772254,34.317813
citizenTerror,64.763659,35.598206
citizenTerror,35.330828,36.991419
citizenTerror,44.021944,13.578889
citizenTerror,23.47687,12.89985
