policeTerror,longitude,latitude
policeTerror,68.361139,32.192937
policeTerror,68.361139,32.192937
policeTerror,40.381955,-0.187016
policeTerror,40.382802,-0.188003
policeTerror,79.607222,37.1875
policeTerror,124.519698,6.723221
policeTerror,81.242411,19.723535
policeTerror,33.793889,31.115
policeTerror,71.221944,34.650278
policeTerror,43.517421,17.665225
policeTerror,67.065287,24.919385
policeTerror,44.554901,33.16715
policeTerror,70.880711,31.824589
policeTerror,70.08861,33.465951
policeTerror,120.939847,14.67149
policeTerror,63.769538,35.167134
policeTerror,63.014758,31.662674
policeTerror,121.000976,6.052645
policeTerror,81.657827,18.39186
policeTerror,74.880683,33.680934
policeTerror,68.416667,33.55
policeTerror,64.587107,35.353762
policeTerror,62.714722,34.243611
policeTerror,68.735355,36.173492
policeTerror,68.735355,36.173492
policeTerror,68.735355,36.173492
policeTerror,42.570567,16.889359
policeTerror,44.507722,33.251575
policeTerror,69.101008,36.064076
policeTerror,65.665857,36.896969
policeTerror,67.272572,35.96069
policeTerror,69.883565,34.283562
policeTerror,70.447778,34.434167
policeTerror,65.372778,36.061944
policeTerror,68.416667,33.55
policeTerror,101.096231,6.729562
policeTerror,43.783333,33.35
policeTerror,43.465862,33.678926
policeTerror,-72.88991,8.29985
policeTerror,86.040233,23.850649
policeTerror,44.436343,33.344096
policeTerror,68.682813,33.075146
policeTerror,43.651925,3.11405
policeTerror,67.951552,35.360637
policeTerror,68.631794,35.925422
policeTerror,68.605631,35.920147
policeTerror,90.563609,25.330097
policeTerror,68.948637,33.970342
policeTerror,31.184317,30.005318
policeTerror,-76.229027,3.251528
policeTerror,43.882725,13.77475
policeTerror,64.348963,31.583543
policeTerror,69.010467,34.013732
policeTerror,68.950205,33.968747
policeTerror,69.024763,34.016135
policeTerror,40.746267,36.507867
policeTerror,64.377428,31.59354
policeTerror,66.046353,35.670747
policeTerror,73.856744,18.52043
policeTerror,81.934386,19.203677
policeTerror,81.934386,19.203677
policeTerror,35.421809,7.197186
policeTerror,44.395746,35.470616
policeTerror,43.874561,34.19434
policeTerror,70.446462,31.767856
policeTerror,31.336853,29.848319
policeTerror,65.704341,31.613774
policeTerror,67.012267,30.195202
policeTerror,13.633725,32.434004
policeTerror,64.108435,31.483653
policeTerror,66.196112,33.430231
policeTerror,66.284319,33.33766
policeTerror,66.208038,33.425356
policeTerror,66.284319,33.33766
policeTerror,66.228197,33.395628
policeTerror,66.284319,33.33766
policeTerror,66.221964,33.411157
policeTerror,69.961499,33.943555
policeTerror,62.52116,32.612583
policeTerror,62.738082,32.689844
policeTerror,66.218128,33.435091
policeTerror,66.218128,33.431985
policeTerror,66.218128,33.431985
policeTerror,66.218128,33.431985
policeTerror,66.218128,33.431985
policeTerror,44.434701,33.223512
policeTerror,65.514977,31.913971
policeTerror,60.874598,31.498091
policeTerror,69.430799,34.81272
policeTerror,33.803276,31.132093
policeTerror,33.803276,31.132093
policeTerror,67.04959,24.871981
policeTerror,65.177283,35.636695
policeTerror,62.686585,34.24102
policeTerror,62.683819,34.231476
policeTerror,70.577273,37.118926
policeTerror,68.879797,36.511639
policeTerror,62.906837,34.894706
policeTerror,63.765444,34.032219
policeTerror,44.278691,33.370243
policeTerror,43.918597,33.404852
policeTerror,94.301304,24.251281
policeTerror,84.227692,23.215022
policeTerror,35.302119,32.462068
policeTerror,71.582729,34.013925
policeTerror,67.012267,30.195202
policeTerror,-76.608456,5.372373
policeTerror,-76.70002,2.34996
policeTerror,69.877883,34.284344
policeTerror,65.876874,32.623121
policeTerror,-6.076768,10.31921
policeTerror,68.868989,32.910951
policeTerror,-76.904997,0.423385
policeTerror,30.61394,29.287027
policeTerror,34.110425,31.211645
policeTerror,-77.518453,0.853304
policeTerror,81.659273,18.391134
policeTerror,81.18164,18.340368
policeTerror,62.508571,34.869942
policeTerror,62.508571,34.869942
policeTerror,62.508571,34.869942
policeTerror,63.19328,34.370913
policeTerror,62.508571,34.869942
policeTerror,80.812864,18.79771
policeTerror,64.267577,31.665838
policeTerror,65.753784,31.12649
policeTerror,67.194982,24.900462
policeTerror,33.803276,31.132093
policeTerror,64.779266,32.351956
policeTerror,68.539691,33.466408
policeTerror,124.884424,11.772923
policeTerror,122.695547,11.242199
policeTerror,69.152935,29.036351
policeTerror,30.84285,29.308402
policeTerror,65.753871,36.667954
policeTerror,44.253056,33.079167
policeTerror,15.06776,12.089724
policeTerror,15.033817,12.112509
policeTerror,101.509202,6.177201
policeTerror,68.101212,33.197054
policeTerror,69.917413,33.337247
policeTerror,68.923983,35.759862
policeTerror,13.632912,50.501555
policeTerror,80.715734,18.872964
policeTerror,68.815548,36.701483
policeTerror,69.159609,29.035997
policeTerror,64.854876,32.071545
policeTerror,64.852587,32.0711
policeTerror,64.853964,32.069319
policeTerror,8.342447,4.97408
policeTerror,33.803276,31.132093
policeTerror,33.803276,31.132093
policeTerror,33.803276,31.132093
policeTerror,75.103907,33.792909
policeTerror,70.662016,32.927051
policeTerror,33.803276,31.132093
policeTerror,43.918597,33.404852
policeTerror,43.864934,33.164486
policeTerror,44.34494,33.381146
policeTerror,43.493056,34.929167
policeTerror,30.84285,29.308402
policeTerror,33.803276,31.132093
policeTerror,71.27425,34.532973
policeTerror,63.197323,34.370913
policeTerror,68.440556,34.051667
policeTerror,68.714007,34.007712
policeTerror,69.923725,33.336614
policeTerror,-7.178838,55.023201
policeTerror,33.803276,31.132093
policeTerror,-74.02371,3.52721
policeTerror,29.37175,-3.341736
policeTerror,29.378748,-3.372967
policeTerror,29.377297,-3.409668
policeTerror,29.372922,-3.370234
policeTerror,64.802542,32.317485
policeTerror,65.934674,36.216467
policeTerror,44.986984,12.78173
policeTerror,45.12134,2.139288
policeTerror,81.18164,18.340368
policeTerror,68.105303,33.194977
policeTerror,74.461454,34.285858
policeTerror,28.566667,3.616667
policeTerror,44.472444,33.314773
policeTerror,41.214075,37.048136
policeTerror,35.230585,31.783985
policeTerror,43.3,33.416667
policeTerror,29.365778,-3.381513
policeTerror,68.814303,36.296755
policeTerror,33.803276,31.132093
policeTerror,68.089484,33.191181
policeTerror,68.667127,36.003598
policeTerror,33.803276,31.132093
policeTerror,33.803276,31.132093
policeTerror,29.361554,-3.378727
policeTerror,68.749373,36.176504
policeTerror,75.989641,39.46616
policeTerror,33.617577,30.608472
policeTerror,124.415014,6.926258
policeTerror,40.741966,36.511821
policeTerror,63.462485,35.122299
policeTerror,67.166266,29.378458
policeTerror,71.582729,34.013925
policeTerror,38.349653,36.899389
policeTerror,69.422293,37.067603
policeTerror,63.424597,32.164104
policeTerror,70.145581,34.689769
policeTerror,69.42273,37.068304
policeTerror,69.424042,37.069006
policeTerror,24.003817,49.824701
policeTerror,70.103037,34.753466
policeTerror,93.934614,24.804849
policeTerror,66.719635,32.917796
policeTerror,68.903288,36.510918
policeTerror,30.76809,46.429645
policeTerror,68.417397,33.545059
policeTerror,123.781102,12.934551
policeTerror,65.682692,31.620693
policeTerror,8.237705,4.807369
policeTerror,66.991099,30.182025
policeTerror,71.601359,33.99773
policeTerror,71.74278,34.149739
policeTerror,43.78367,33.345575
policeTerror,69.43774,37.383558
policeTerror,65.875085,32.623655
policeTerror,65.879269,32.631262
policeTerror,64.375836,31.599043
policeTerror,65.845813,36.029713
policeTerror,30.91398,29.938126
policeTerror,44.010392,13.574698
policeTerror,29.918739,31.200092
policeTerror,31.094774,29.07605
policeTerror,65.737175,31.628871
policeTerror,-72.737733,8.642356
policeTerror,124.415014,6.926258
policeTerror,29.366667,-3.383333
policeTerror,29.368588,-3.341116
policeTerror,34.110425,31.211645
policeTerror,63.64458,34.863638
policeTerror,67.080797,30.706376
policeTerror,-75.054209,3.151685
policeTerror,-77.885469,2.571287
policeTerror,14.4378,50.075538
policeTerror,68.664539,34.479385
policeTerror,68.664539,34.479385
policeTerror,68.664539,34.479385
policeTerror,68.664539,34.479385
policeTerror,68.664539,34.479385
policeTerror,68.664539,34.479385
policeTerror,44.186894,33.586185
policeTerror,68.761631,33.463336
policeTerror,65.570785,32.640755
policeTerror,68.572411,33.26308
policeTerror,68.667803,34.472681
policeTerror,68.667803,34.472681
policeTerror,68.667803,34.472681
policeTerror,68.667803,34.472681
policeTerror,68.667803,34.472681
policeTerror,68.667803,34.472681
policeTerror,-5.903654,54.600111
policeTerror,77.57842,23.099165
policeTerror,62.136421,33.307049
policeTerror,61.201502,34.653915
policeTerror,40.400121,21.276647
policeTerror,66.981847,30.103246
policeTerror,-73.626268,8.959667
policeTerror,68.23801,32.68567
policeTerror,69.18022,34.21041
policeTerror,124.444639,6.861859
policeTerror,21.74295,32.760942
policeTerror,14.4378,50.075538
policeTerror,65.70216,31.612835
policeTerror,68.709536,35.943802
policeTerror,71.127398,34.910931
policeTerror,71.127398,34.910931
policeTerror,71.127398,34.910931
policeTerror,71.127398,34.910931
policeTerror,33.803276,31.132093
policeTerror,33.793889,31.115
policeTerror,34.164167,31.156389
policeTerror,44.410383,33.192554
policeTerror,3.893216,36.381655
policeTerror,-75.619941,0.872837
policeTerror,68.547073,35.914894
policeTerror,67.028587,24.911098
policeTerror,32.055194,3.600979
policeTerror,8.833333,9.516667
policeTerror,65.749062,36.681715
policeTerror,40.900609,-2.26956
policeTerror,64.293428,35.687365
policeTerror,64.293428,35.687365
policeTerror,62.16025,32.669377
policeTerror,61.981391,32.677851
policeTerror,69.256111,34.995556
policeTerror,71.583423,34.020102
policeTerror,31.719546,30.732662
policeTerror,63.295,33.123056
policeTerror,69.221455,34.510438
policeTerror,69.031454,33.435888
policeTerror,71.35,35.216667
policeTerror,44.820833,43.0625
policeTerror,45.086073,32.907827
policeTerror,43.891256,34.196067
policeTerror,33.803276,31.132093
policeTerror,31.097145,29.075656
policeTerror,68.868066,36.728591
policeTerror,67.723333,32.761667
policeTerror,68.431944,33.367222
policeTerror,68.421639,33.622478
policeTerror,74.835984,33.71787
policeTerror,-73.354165,8.234801
policeTerror,-77.249334,2.25575
policeTerror,101.510615,6.180501
policeTerror,100.323161,6.66714
policeTerror,43.455254,33.414598
policeTerror,81.508949,18.155196
policeTerror,65.873015,32.626454
policeTerror,71.606558,34.012919
policeTerror,66.093475,36.168995
policeTerror,71.792712,34.803923
policeTerror,29.366667,-3.383333
policeTerror,-77.23162,2.34071
policeTerror,12.61588,13.313247
policeTerror,39.205563,-6.857631
policeTerror,70.734509,33.80686
policeTerror,68.862311,36.72169
policeTerror,-56.561647,-24.194867
policeTerror,67.00178,30.165686
policeTerror,40.900609,-2.26956
policeTerror,80.808598,19.081216
policeTerror,81.660051,18.393021
policeTerror,87.627704,43.793025
policeTerror,62.190721,34.333926
policeTerror,68.524715,32.264539
policeTerror,65.063611,34.470556
policeTerror,-7.327465,54.994957
policeTerror,121.102692,14.650512
policeTerror,64.864769,33.68856
policeTerror,30.84285,29.308402
policeTerror,74.555442,34.161117
policeTerror,44.201111,15.386944
policeTerror,23.947438,49.830186
policeTerror,24.00954,49.861445
policeTerror,30.84285,29.308402
policeTerror,75.071394,33.67913
policeTerror,50.60289,26.143685
policeTerror,64.344563,31.59261
policeTerror,65.451944,32.171944
policeTerror,31.315144,30.093186
policeTerror,46.716667,24.633333
policeTerror,43.895811,34.10729
policeTerror,69.166667,34.533333
policeTerror,70.209492,34.665599
policeTerror,71.554591,34.218576
policeTerror,-71.736282,6.45929
policeTerror,80.726036,18.86066
policeTerror,44.23616,33.636754
policeTerror,62.221617,34.19829
policeTerror,-56.561647,-24.194867
policeTerror,72.461557,34.166596
policeTerror,50.510833,26.230556
policeTerror,-76.695409,2.954383
policeTerror,70.9063,31.838464
policeTerror,50.60289,26.143685
policeTerror,-6.334551,54.463526
policeTerror,124.122775,12.920182
policeTerror,29.362781,-3.354623
policeTerror,11.965948,11.747168
policeTerror,28.869896,41.100368
policeTerror,14.568824,32.46992
policeTerror,40.053803,36.851721
policeTerror,33.803276,31.132093
policeTerror,33.803276,31.132093
policeTerror,44.253466,33.077411
policeTerror,41.129283,37.889517
policeTerror,68.927134,33.938209
policeTerror,65.049683,32.270119
policeTerror,40.222304,37.900955
policeTerror,66.981593,30.139392
policeTerror,44.487904,33.26486
policeTerror,64.57,31.820833
policeTerror,69.113333,35.277778
policeTerror,41.028993,38.261642
policeTerror,44.57696,37.303442
policeTerror,40.668495,37.849762
policeTerror,65.293276,28.332526
policeTerror,71.185278,36.761111
policeTerror,28.966797,41.055481
policeTerror,40.208413,37.925578
policeTerror,41.941978,37.927404
policeTerror,34.110425,31.211645
policeTerror,70.457603,34.421061
policeTerror,67.415893,32.503195
policeTerror,69.539419,36.733878
policeTerror,67.080797,30.703112
policeTerror,62.713802,26.069145
policeTerror,41.213997,37.069644
policeTerror,33.803276,31.132093
policeTerror,34.240191,31.280267
policeTerror,34.110425,31.211645
policeTerror,84.039149,20.142634
policeTerror,42.281308,38.502045
policeTerror,42.279839,38.518103
policeTerror,65.866667,35.816667
policeTerror,62.479769,32.625149
policeTerror,67.003506,30.185968
policeTerror,67.003506,30.185968
policeTerror,75.463456,32.126683
policeTerror,75.463456,32.126683
policeTerror,42.185474,37.332346
policeTerror,43.359797,39.031154
policeTerror,14.639471,12.237964
policeTerror,68.416667,37
policeTerror,62.629167,34.224722
policeTerror,66.998734,30.182971
policeTerror,50.611844,26.162571
policeTerror,73.108196,31.410091
policeTerror,42.185474,37.332346
policeTerror,40.652057,38.453188
policeTerror,49.996,26.556
policeTerror,65.665857,36.896969
policeTerror,101.818202,6.21524
policeTerror,71.187182,30.09477
policeTerror,40.417115,37.723074
policeTerror,31.147341,29.978018
policeTerror,75.148642,33.733447
policeTerror,74.074728,32.571105
policeTerror,75.018044,33.644947
policeTerror,29.366667,-3.383333
policeTerror,42.109502,38.400569
policeTerror,44.212768,37.603309
policeTerror,65.3525,36.193333
policeTerror,42.185474,37.332346
policeTerror,40.208413,37.925578
policeTerror,21.428175,41.997413
policeTerror,44.460661,33.324234
policeTerror,101.104109,6.451894
policeTerror,43.517421,17.665225
policeTerror,34.873613,37.425584
policeTerror,74.662948,34.135169
policeTerror,44.253466,33.077411
policeTerror,122.988681,13.034587
policeTerror,75.072066,33.876606
policeTerror,36.2464,37.074628
policeTerror,43.05896,38.007844
policeTerror,44.434701,33.426411
policeTerror,66.713864,33.0362
policeTerror,33.803778,31.13171
policeTerror,-7.455175,54.820039
policeTerror,101.15288,6.799027
policeTerror,123.314933,13.318923
policeTerror,43.13,36.34
policeTerror,29.121218,-2.888182
policeTerror,30.842129,29.312292
policeTerror,41.009861,38.500119
policeTerror,41.213997,37.069644
policeTerror,3.895445,36.367051
policeTerror,45.318162,2.046934
policeTerror,65.084586,32.316873
policeTerror,45.149451,33.773349
policeTerror,29.121218,-2.888182
policeTerror,101.491187,6.147037
policeTerror,68.301119,26.591131
policeTerror,69.01255,34.005245
policeTerror,65.70207,31.611436
policeTerror,75.550107,32.810289
policeTerror,69.100806,34.526942
policeTerror,66.908203,32.104789
policeTerror,42.46589,37.27986
policeTerror,28.900439,41.048289
policeTerror,42.474367,37.25525
policeTerror,41.350359,37.420683
policeTerror,30.930947,29.55715
policeTerror,70.467832,34.41926
policeTerror,91.290612,25.566037
policeTerror,84.195341,24.113232
policeTerror,70.813892,36.725157
policeTerror,33.802411,31.130965
policeTerror,64.557478,31.817767
policeTerror,84.195341,24.113232
policeTerror,29.261946,40.968423
policeTerror,42.469318,37.248644
policeTerror,40.652057,38.453188
policeTerror,29.261946,40.967609
policeTerror,101.491187,6.147037
policeTerror,64.840785,32.062143
policeTerror,45.204038,4.734026
policeTerror,31.324249,30.092317
policeTerror,66.880641,32.064163
policeTerror,64.772181,32.345101
policeTerror,64.772181,32.345101
policeTerror,27.244096,38.462655
policeTerror,45.338943,2.032617
policeTerror,84.428946,23.958491
policeTerror,67.02702,24.952968
policeTerror,68.54744,35.917147
policeTerror,67.133365,24.816117
policeTerror,70.449766,34.428654
policeTerror,39.209312,39.349569
policeTerror,74.817727,34.091961
policeTerror,75.24153,33.710274
policeTerror,66.261398,28.494179
policeTerror,64.777245,32.357992
policeTerror,43.673608,39.54037
policeTerror,-7.994395,12.642995
policeTerror,40.966934,-1.716717
policeTerror,65.740894,37.521901
policeTerror,69.100689,34.209997
policeTerror,76.748463,30.809273
policeTerror,68.543641,28.518007
policeTerror,41.213997,37.069644
policeTerror,40.210983,37.924973
policeTerror,44.282055,37.570354
policeTerror,41.213997,37.069644
policeTerror,41.012807,38.141225
policeTerror,72.545623,35.207235
policeTerror,44.253056,33.079167
policeTerror,44.57696,37.303442
policeTerror,41.936729,37.942229
policeTerror,42.281276,38.501998
policeTerror,41.673673,39.978529
policeTerror,35.258232,32.153858
policeTerror,43.873365,34.198835
policeTerror,90.526736,25.563422
policeTerror,90.486719,25.905133
policeTerror,42.565977,16.887294
policeTerror,44.505496,33.254746
policeTerror,71.10245,37.06061
policeTerror,62.735241,32.685043
policeTerror,122.500626,11.134689
policeTerror,68.418376,33.546669
policeTerror,63.837662,34.881999
policeTerror,64.371736,31.590537
policeTerror,61.384771,35.419907
policeTerror,29.447001,-1.185664
policeTerror,35.257143,32.116652
policeTerror,71.563231,34.009611
policeTerror,74.462313,34.286689
policeTerror,66.531891,25.842807
policeTerror,44.253056,33.079167
policeTerror,80.72059,18.858238
policeTerror,29.373744,-0.017202
policeTerror,69.082992,28.138866
policeTerror,10.634542,35.822324
policeTerror,43.493056,34.929167
policeTerror,43.493056,34.929167
policeTerror,68.998145,32.432392
policeTerror,41.228351,37.055129
policeTerror,71.660843,34.048284
policeTerror,40.201953,37.925638
policeTerror,43.525278,33.384444
policeTerror,69.168091,34.535462
policeTerror,121.655155,-1.342116
policeTerror,43.3,33.416667
policeTerror,68.912938,37.181478
policeTerror,61.933279,33.656581
policeTerror,66.703408,33.032215
policeTerror,68.71227,35.943513
policeTerror,69.287754,35.804295
policeTerror,28.662622,41.032783
policeTerror,42.565977,16.887294
policeTerror,43.483521,33.399059
policeTerror,81.952983,19.107414
policeTerror,67.02121,30.162917
policeTerror,65.465033,33.242649
policeTerror,44.282055,37.570354
policeTerror,41.213997,37.069644
policeTerror,44.068778,39.547074
policeTerror,44.068778,39.547074
policeTerror,40.210983,37.924973
policeTerror,68.75111,36.171466
policeTerror,41.213997,37.069644
policeTerror,70.449766,34.428654
policeTerror,39.176184,21.543257
policeTerror,-0.462031,14.678733
policeTerror,30.417069,31.400744
policeTerror,67.069284,24.904352
policeTerror,44.401651,33.423277
policeTerror,65.748532,36.667743
policeTerror,66.981416,30.140605
policeTerror,67.484978,28.613188
policeTerror,33.803778,31.13171
policeTerror,71.153734,34.874215
policeTerror,40.496625,38.885464
policeTerror,67.015364,24.855559
policeTerror,66.134406,32.918212
policeTerror,33.801818,31.132792
policeTerror,39.456119,38.135092
policeTerror,35.230546,31.784173
policeTerror,35.246462,31.77981
policeTerror,42.469318,37.248644
policeTerror,43.375882,38.491659
policeTerror,92.506468,21.785737
policeTerror,67.084957,24.94641
policeTerror,70.602524,32.988177
policeTerror,44.281944,35.536944
policeTerror,64.207871,31.132639
policeTerror,65.054289,36.20501
policeTerror,43.249189,38.420904
policeTerror,44.79977,39.654012
policeTerror,44.506622,33.314009
policeTerror,67.015742,24.932983
policeTerror,62.726649,34.264978
policeTerror,66.139379,32.90268
policeTerror,39.827674,39.181189
policeTerror,38.817973,37.173411
policeTerror,40.583705,37.192069
policeTerror,50.510972,26.231223
policeTerror,44.5078,33.251506
policeTerror,68.386179,33.213948
policeTerror,68.405843,33.303239
policeTerror,68.102397,33.193524
policeTerror,62.603813,34.491316
policeTerror,62.364894,33.252096
policeTerror,70.449766,34.428654
policeTerror,31.69428,26.559551
policeTerror,39.009361,32.740792
policeTerror,68.4179,33.325
policeTerror,43.584719,33.3806
policeTerror,39.907231,37.957864
policeTerror,42.469318,37.248644
policeTerror,72.063867,34.193024
policeTerror,67.127258,24.928886
policeTerror,67.13184,24.825671
policeTerror,42.469318,37.248644
policeTerror,73.087742,33.633727
policeTerror,44.26214,33.537227
policeTerror,44.253056,33.079167
policeTerror,81.412506,18.182746
policeTerror,31.099588,29.066844
policeTerror,42.019535,37.361051
policeTerror,62.182163,33.668134
policeTerror,93.696489,24.342235
policeTerror,41.129283,37.889517
policeTerror,74.473818,31.591728
policeTerror,66.976903,30.1042
policeTerror,64.127378,30.944939
policeTerror,39.83604,38.72967
policeTerror,40.267937,37.364657
policeTerror,68.28478,32.302876
policeTerror,41.720324,37.546026
policeTerror,80.92423,18.559757
policeTerror,39.548259,39.10617
policeTerror,42.185474,37.332346
policeTerror,81.394917,18.61737
policeTerror,68.787038,38.559772
policeTerror,69.016689,38.562525
policeTerror,122.144832,6.660596
policeTerror,40.2391,37.912504
policeTerror,40.243186,37.912368
policeTerror,70.64019,30.032259
policeTerror,44.391467,33.254255
policeTerror,67.394961,32.497867
policeTerror,66.124171,32.881164
policeTerror,66.124171,32.881164
policeTerror,66.122972,32.880569
policeTerror,66.122972,32.880569
policeTerror,65.054543,31.622276
policeTerror,68.701766,33.5687
policeTerror,69.925475,33.816537
policeTerror,30.343551,30.848099
policeTerror,75.014623,33.919227
policeTerror,34.89521,36.916561
policeTerror,69.170669,34.531084
policeTerror,68.57773,34.08968
policeTerror,44.044637,39.916839
policeTerror,41.720324,37.546026
policeTerror,39.54141,39.106475
policeTerror,42.185474,37.332346
policeTerror,69.186679,34.516545
policeTerror,13.191338,32.887209
policeTerror,39.547762,39.106376
policeTerror,36.441051,33.591352
policeTerror,68.45795,33.581484
policeTerror,50.556604,26.207184
policeTerror,80.808911,18.803305
policeTerror,40.185198,37.935397
policeTerror,42.967501,16.529493
policeTerror,67.067307,24.883754
policeTerror,70.908635,31.833285
policeTerror,66.132969,32.07005
policeTerror,71.338548,35.40976
policeTerror,40.209342,37.924246
policeTerror,71.496353,33.955182
policeTerror,42.185474,37.332346
policeTerror,70.051889,33.510297
policeTerror,65.550511,27.102765
policeTerror,44.635831,33.750513
policeTerror,44.423112,33.325812
policeTerror,42.454371,37.524148
policeTerror,41.012807,38.141225
policeTerror,44.773299,33.927271
policeTerror,68.417397,33.545059
policeTerror,-71.429497,7.029345
policeTerror,-71.558878,6.492122
policeTerror,42.560818,16.889586
policeTerror,41.720324,37.546026
policeTerror,40.780811,38.253757
policeTerror,40.780772,38.253866
policeTerror,40.210983,37.924973
policeTerror,44.282299,37.571716
policeTerror,41.254482,31.926022
policeTerror,68.390119,32.729749
policeTerror,65.833987,35.778866
policeTerror,33.799313,31.130253
policeTerror,66.687686,32.937715
policeTerror,41.213785,37.070296
policeTerror,43.744984,37.445932
policeTerror,66.674957,36.677784
policeTerror,35.250105,32.118708
policeTerror,85.915097,20.539358
policeTerror,44.409909,33.328275
policeTerror,44.420093,33.325622
policeTerror,62.129949,32.362353
policeTerror,62.129949,32.362353
policeTerror,42.29493,38.490844
policeTerror,67.022519,24.92394
policeTerror,23.729364,37.983575
policeTerror,13.405686,52.518071
policeTerror,13.186767,32.887065
policeTerror,65.53099,31.966073
policeTerror,65.054543,31.622276
policeTerror,66.685427,32.342871
policeTerror,70.749937,34.957191
policeTerror,126.167054,9.234649
policeTerror,126.165522,9.234873
policeTerror,71.131616,37.06663
policeTerror,121.020864,5.94255
policeTerror,69.023003,34.000668
policeTerror,82.572765,27.876714
policeTerror,71.547345,34.182804
policeTerror,71.555369,34.218013
policeTerror,-2.970918,13.751163
policeTerror,33.803276,31.132093
policeTerror,14.136887,11.047682
policeTerror,65.765101,31.129304
policeTerror,43.528785,33.384739
policeTerror,68.021336,36.265456
policeTerror,44.284264,37.572424
policeTerror,69.098707,33.499989
policeTerror,45.600711,18.351466
policeTerror,44.656072,33.812786
policeTerror,63.010958,34.282591
policeTerror,39.221167,39.236597
policeTerror,121.059917,6.068085
policeTerror,101.252342,6.852771
policeTerror,68.350297,25.390322
policeTerror,66.815963,36.989115
policeTerror,101.388409,6.494913
policeTerror,71.555369,34.218013
policeTerror,68.822226,32.889975
policeTerror,40.601416,39.002406
policeTerror,70.274084,34.398515
policeTerror,43.29321,35.798082
policeTerror,43.29321,35.798082
policeTerror,43.293443,35.799639
policeTerror,43.293443,35.799639
policeTerror,43.015529,28.104333
policeTerror,43.015529,28.104333
policeTerror,67.578252,28.399674
policeTerror,71.806589,34.383795
policeTerror,43.240118,35.492595
policeTerror,29.368588,-3.341116
policeTerror,61.482178,34.371984
policeTerror,43.149996,16.800006
policeTerror,43.149996,16.800006
policeTerror,78.123128,20.396561
policeTerror,13.191338,32.887209
policeTerror,33.799313,31.130253
policeTerror,62.139749,33.307049
policeTerror,13.186767,32.887065
policeTerror,70.667057,34.082172
policeTerror,70.667057,34.082172
policeTerror,70.667057,34.082172
policeTerror,70.667376,34.082172
policeTerror,70.667376,34.082161
policeTerror,70.667376,34.082161
policeTerror,70.667376,34.082161
policeTerror,70.667376,34.082161
policeTerror,70.667376,34.082161
policeTerror,70.667376,34.082161
policeTerror,30.720829,46.486467
policeTerror,66.638039,29.351731
policeTerror,43.719778,37.446694
policeTerror,35.330829,36.991419
policeTerror,80.670323,19.132321
policeTerror,18.546044,4.385098
policeTerror,31.251191,29.831555
policeTerror,41.48877,38.194714
policeTerror,43.531262,33.386534
policeTerror,71.43265,33.956718
policeTerror,95.663547,27.632996
policeTerror,43.531262,33.386534
policeTerror,102.059451,6.217761
policeTerror,67.198115,24.897323
policeTerror,44.253186,33.078996
policeTerror,90.653747,25.512051
policeTerror,42.491834,37.418748
policeTerror,66.906472,32.102964
policeTerror,18.350367,30.629411
policeTerror,18.350367,30.629411
policeTerror,81.521241,19.117208
policeTerror,69.14371,36.225089
policeTerror,68.709536,35.943802
policeTerror,66.912911,25.0529
policeTerror,44.334987,33.362183
policeTerror,7.244026,8.876564
policeTerror,71.225247,36.722866
policeTerror,151.003278,-33.815129
policeTerror,70.16133,34.199315
policeTerror,70.871322,37.003821
policeTerror,45.294693,2.021261
policeTerror,33.803276,31.132093
policeTerror,81.448929,18.169466
policeTerror,29.371008,-3.335121
policeTerror,29.367066,-3.380675
policeTerror,68.417397,33.545059
policeTerror,44.70296,33.376952
policeTerror,30.84285,29.308402
policeTerror,12.765904,15.411662
policeTerror,44.571408,37.30012
policeTerror,69.207486,34.555349
policeTerror,70.615529,34.160309
policeTerror,70.472311,34.419999
policeTerror,35.202004,31.719308
policeTerror,65.927645,36.221528
policeTerror,64.894095,36.412544
policeTerror,31.646348,31.02314
policeTerror,65.348845,36.205767
policeTerror,69.207486,34.555349
policeTerror,70.621679,34.171831
policeTerror,44.268036,33.186357
policeTerror,35.297955,31.777369
policeTerror,35.23205,31.766768
policeTerror,75.713888,19.75148
policeTerror,68.572411,33.26308
policeTerror,120.754062,-1.394556
policeTerror,101.541857,6.682393
policeTerror,46.173253,42.56089
policeTerror,67.067268,24.882233
policeTerror,67.028587,24.911098
policeTerror,31.270811,30.070333
policeTerror,62.028658,32.48161
policeTerror,62.028083,32.479962
policeTerror,62.124857,32.376434
policeTerror,69.657758,34.855505
policeTerror,69.649461,34.855299
policeTerror,-4.933291,11.389358
policeTerror,40.357421,38.233626
policeTerror,41.012292,38.142658
policeTerror,35.312956,32.508814
policeTerror,72.161549,34.287036
policeTerror,30.914504,29.935959
policeTerror,35.115625,31.529326
policeTerror,35.234386,31.813873
policeTerror,62.614227,34.277822
policeTerror,80.809047,18.569995
policeTerror,40.240219,37.91033
policeTerror,63.29266,35.037651
policeTerror,35.230467,31.781677
policeTerror,101.655121,6.223017
policeTerror,73.985024,31.716662
policeTerror,35.411512,7.203306
policeTerror,35.297955,31.777369
policeTerror,0,0
policeTerror,63.014758,31.662674
policeTerror,33.803186,31.13205
policeTerror,43.9863,34.045419
policeTerror,68.681999,35.775196
policeTerror,101.879767,6.084371
policeTerror,35.23688,31.780862
policeTerror,35.232216,31.755888
