businessTerror,longitude,latitude
businessTerror,31.235712,30.04442
businessTerror,44.296445,33.297944
businessTerror,44.387443,33.231238
businessTerror,44.420833,33.462778
businessTerror,69.859266,32.323186
businessTerror,81.399096,18.973896
businessTerror,80.382567,18.861224
businessTerror,80.359412,18.820545
businessTerror,80.353691,18.614262
businessTerror,64.837092,35.322266
businessTerror,44.526029,33.227631
businessTerror,44.331139,33.333157
businessTerror,45.033393,12.799717
businessTerror,44.010392,13.574698
businessTerror,125.093991,6.954823
businessTerror,44.583139,33.100298
businessTerror,44.411096,33.387476
businessTerror,44.010392,13.574698
businessTerror,44.487291,33.305431
businessTerror,44.343758,33.333173
businessTerror,44.401579,33.42372
businessTerror,122.220008,16.695955
businessTerror,81.075466,20.199012
businessTerror,81.422404,18.924007
businessTerror,43.501051,35.012809
businessTerror,-57.101319,-22.811926
businessTerror,122.672946,14.152848
businessTerror,44.394566,33.257337
businessTerror,44.42142,33.325906
businessTerror,61.690988,34.179074
businessTerror,45.309401,2.031406
businessTerror,29.368588,-3.372193
businessTerror,93.904493,24.80779
businessTerror,-88.709435,34.308638
businessTerror,44.529648,33.367318
businessTerror,44.413157,33.546174
businessTerror,42.218745,3.330745
businessTerror,44.330752,33.333366
businessTerror,12.727778,32.752222
businessTerror,71.58049,34.014975
businessTerror,44.421095,33.325969
businessTerror,44.344885,33.268304
businessTerror,16.912251,30.15058
businessTerror,15.254856,31.449508
businessTerror,93.906269,24.663717
businessTerror,126.157642,8.457594
businessTerror,44.010392,13.574698
businessTerror,44.276324,33.341954
businessTerror,29.358343,-3.44078
businessTerror,-73.946404,7.957151
businessTerror,44.3823,33.22755
businessTerror,101.23742,6.871424
businessTerror,101.23742,6.871424
businessTerror,71.491161,34.07281
businessTerror,44.521487,33.237051
businessTerror,71.412732,34.10895
businessTerror,44.52603,33.228181
businessTerror,44.460652,33.389934
businessTerror,44.35676,33.247211
businessTerror,44.257377,33.205814
businessTerror,44.356714,33.247226
businessTerror,44.27185,33.25836
businessTerror,44.453255,33.300729
businessTerror,2.362343,48.924624
businessTerror,2.360369,48.878562
businessTerror,2.361957,48.925488
businessTerror,2.36807,48.868899
businessTerror,2.382071,48.853843
businessTerror,2.39307,48.850421
businessTerror,2.370616,48.86301
businessTerror,2.363252,48.921272
businessTerror,44.47716,33.339688
businessTerror,91.869641,26.051513
businessTerror,29.366758,-3.381868
businessTerror,14.134882,11.046758
businessTerror,84.657488,24.17084
businessTerror,124.23738,7.199553
businessTerror,124.825512,7.10756
businessTerror,29.368555,-3.370432
businessTerror,44.386317,33.329946
businessTerror,44.489881,33.252185
businessTerror,63.88933,26.002067
businessTerror,44.411096,33.387476
businessTerror,124.899953,7.083386
businessTerror,67.002187,30.189289
businessTerror,29.355319,-3.454898
businessTerror,44.489881,33.252185
businessTerror,90.921155,25.85405
businessTerror,85.809931,26.92013
businessTerror,85.809931,26.92013
businessTerror,-56.502802,-23.800845
businessTerror,121.208259,14.064385
businessTerror,44.520802,33.237258
businessTerror,44.394566,33.257337
businessTerror,44.276324,33.341954
businessTerror,66.994566,24.868401
businessTerror,85.774712,26.633069
businessTerror,85.850096,26.610109
businessTerror,-8.030959,12.635498
businessTerror,86.691322,24.47632
businessTerror,84.866481,27.000522
businessTerror,45.566676,3.850145
businessTerror,125.006194,5.856886
businessTerror,30.096246,-2.582033
businessTerror,44.27185,33.25836
businessTerror,44.404296,33.3279
businessTerror,124.269832,7.288771
businessTerror,44.153699,33.464368
businessTerror,85.726342,22.859047
businessTerror,44.318925,33.354467
businessTerror,43.808691,34.923742
businessTerror,43.81035,34.901822
businessTerror,33.803209,31.132074
businessTerror,33.803276,31.132093
businessTerror,81.075466,20.199012
businessTerror,42.185474,37.332346
businessTerror,80.471172,20.328072
businessTerror,35.565786,15.805847
businessTerror,44.344885,33.268304
businessTerror,44.420034,33.326313
businessTerror,44.421553,33.325308
businessTerror,44.434701,33.426411
businessTerror,44.356714,33.247226
businessTerror,44.276324,33.341954
businessTerror,14.644405,11.917996
businessTerror,44.336664,33.216692
businessTerror,44.217237,33.511874
businessTerror,29.612244,0.851741
businessTerror,0,0
businessTerror,84.840112,27.870048
businessTerror,0,0
businessTerror,122.137445,6.659132
businessTerror,44.422211,33.324499
businessTerror,95.346856,27.183584
businessTerror,13.150967,11.831098
businessTerror,29.323806,-3.285931
businessTerror,29.544269,-3.465419
businessTerror,44.330752,33.333366
businessTerror,44.271588,33.258237
businessTerror,44.583139,33.100298
businessTerror,43.905515,34.166004
businessTerror,44.583279,33.10008
businessTerror,9.403981,42.016837
businessTerror,44.39199,33.251438
businessTerror,44.521915,33.23674
businessTerror,44.421358,33.325502
businessTerror,44.26214,33.537227
businessTerror,44.489383,33.379835
businessTerror,44.507694,33.2515
businessTerror,71.569028,34.003181
businessTerror,93.911589,24.780076
businessTerror,44.507801,33.323615
businessTerror,44.328386,33.277992
businessTerror,124.674124,6.257165
businessTerror,122.138805,6.66033
businessTerror,44.421853,33.325091
businessTerror,124.249814,7.216906
businessTerror,43.808836,34.924488
businessTerror,-97.044649,47.900053
businessTerror,86.474433,22.58726
businessTerror,7.75499,36.902849
businessTerror,86.20336,22.80412
businessTerror,44.525822,33.228132
businessTerror,44.216556,33.505596
businessTerror,44.583279,33.10008
businessTerror,40.367542,36.656185
businessTerror,44.276324,33.341954
businessTerror,44.411087,33.387461
businessTerror,44.453576,33.30073
businessTerror,24.915629,15.83377
businessTerror,44.680268,33.126525
businessTerror,23.756971,37.967989
businessTerror,71.260171,34.224602
businessTerror,44.276324,33.341954
businessTerror,44.411087,33.387461
businessTerror,122.266241,10.716484
businessTerror,86.012157,22.856126
businessTerror,120.793674,16.856811
businessTerror,122.206377,10.786173
businessTerror,44.583139,33.100298
businessTerror,44.318872,33.354293
businessTerror,44.330752,33.333366
businessTerror,44.506622,33.314009
businessTerror,44.522096,33.236724
businessTerror,42.185474,37.332346
businessTerror,13.191338,32.887209
businessTerror,35.010397,31.890267
businessTerror,44.361488,33.312806
businessTerror,85.305866,27.649332
businessTerror,23.807479,38.05558
businessTerror,44.367172,33.542688
businessTerror,44.702713,33.376899
businessTerror,44.34494,33.268315
businessTerror,90.592003,25.53139
businessTerror,44.420562,33.320064
businessTerror,11.146676,10.296077
businessTerror,42.185474,37.332346
businessTerror,44.422345,33.325092
businessTerror,44.583279,33.10008
businessTerror,44.583139,33.100298
businessTerror,45.977431,33.091707
businessTerror,122.124129,6.654902
businessTerror,44.278697,33.370251
businessTerror,44.253114,33.079214
businessTerror,16.912251,30.15058
businessTerror,87.167753,26.597074
businessTerror,44.392288,33.381285
businessTerror,44.402193,33.349908
businessTerror,121.972878,6.419123
businessTerror,121.972254,6.418997
businessTerror,93.91157,24.82362
businessTerror,14.84785,11.956077
businessTerror,44.521936,33.843044
businessTerror,44.583279,33.10008
businessTerror,44.434701,33.426411
businessTerror,44.318872,33.354293
businessTerror,18.073315,59.332261
businessTerror,44.157787,33.462707
businessTerror,44.460652,33.389934
businessTerror,44.299996,33.27264
businessTerror,85.514874,23.633224
businessTerror,44.257205,33.205983
businessTerror,44.330752,33.333366
businessTerror,44.34494,33.268315
businessTerror,122.516703,11.001601
businessTerror,66.906472,32.102964
businessTerror,44.34494,33.268315
businessTerror,44.417265,33.322289
businessTerror,44.216556,33.505596
businessTerror,13.150967,11.831098
businessTerror,13.150967,11.831098
businessTerror,44.402193,33.349908
businessTerror,124.247022,7.213051
businessTerror,44.257377,33.205814
businessTerror,44.443904,33.41458
businessTerror,41.228247,37.054943
businessTerror,41.228247,37.054943
businessTerror,-5.959969,54.591171
businessTerror,44.290483,33.29751
businessTerror,44.299996,33.27264
businessTerror,44.506622,33.314009
businessTerror,43.627374,13.411003
businessTerror,29.366784,-3.382229
