govTerror,longitude,latitude
govTerror,45.880148,5.303997
govTerror,80.273494,19.018138
govTerror,22.444898,13.450731
govTerror,101.484832,6.862661
govTerror,81.842928,25.599288
govTerror,45.24544,2.036953
govTerror,79.807611,20.148689
govTerror,70.472943,34.419849
govTerror,43.314979,33.39783
govTerror,80.29327,19.388008
govTerror,81.658187,18.391976
govTerror,68.485364,33.54288
govTerror,70.558411,37.669853
govTerror,65.680987,26.62716
govTerror,120.973392,15.486505
govTerror,-0.040354,16.268135
govTerror,65.811708,36.464822
govTerror,69.219084,34.845885
govTerror,70.380204,37.528069
govTerror,-3.826936,13.386128
govTerror,44.422993,33.325202
govTerror,72.282371,34.79243
govTerror,85.556331,26.862783
govTerror,101.281188,6.541234
govTerror,44.421782,33.326262
govTerror,65.971114,27.645849
govTerror,67.746701,30.825109
govTerror,16.572204,31.200459
govTerror,121.001671,6.05235
govTerror,45.010557,12.782632
govTerror,43.471711,3.312466
govTerror,120.973393,15.486505
govTerror,40.746267,36.507867
govTerror,71.435477,33.97546
govTerror,45.203923,4.735914
govTerror,68.957643,34.591139
govTerror,44.402933,33.316785
govTerror,120.412716,15.800767
govTerror,80.193719,18.894734
govTerror,72.510598,34.666544
govTerror,67.066634,24.97306
govTerror,49.127197,14.540433
govTerror,125.744367,8.481584
govTerror,125.009946,7.638382
govTerror,44.207803,15.353053
govTerror,31.207991,30.062141
govTerror,31.190343,30.059068
govTerror,44.382303,35.466669
govTerror,36.313667,33.551056
govTerror,85.295423,27.73084
govTerror,29.844098,1.440046
govTerror,45.336655,2.041092
govTerror,44.376885,33.66537
govTerror,44.422571,33.327257
govTerror,0,0
govTerror,4.637287,6.57562
govTerror,70.33105,36.460389
govTerror,24.899728,13.500013
govTerror,44.716387,33.373963
govTerror,120.352198,16.049006
govTerror,90.554246,25.326549
govTerror,6.732539,7.80251
govTerror,70.472943,34.419849
govTerror,70.472943,34.419849
govTerror,26.431191,18.357098
govTerror,121.147886,16.063522
govTerror,124.672939,6.435997
govTerror,15.114839,32.320068
govTerror,44.328386,33.277992
govTerror,38.795515,37.167404
govTerror,73.508441,4.17485
govTerror,73.27495,26.988518
govTerror,69.272486,41.367161
govTerror,44.418746,33.328074
govTerror,71.794559,34.011387
govTerror,41.867469,3.037002
govTerror,32.616874,46.635419
govTerror,20.187911,32.094771
govTerror,16.095998,61.829026
govTerror,121.968764,6.703161
govTerror,45.595628,3.385154
govTerror,31.504178,30.576491
govTerror,15.092514,32.376749
govTerror,61.448489,32.144217
govTerror,26.279048,39.263811
govTerror,121.350403,15.42939
govTerror,66.587877,29.030361
govTerror,64.775514,35.917833
govTerror,86.952395,23.673945
govTerror,88.408273,22.594886
govTerror,87.092391,23.629057
govTerror,87.077411,23.706069
govTerror,86.936746,23.661005
govTerror,88.408273,22.594886
govTerror,88.41494,26.712845
govTerror,44.571408,37.30012
govTerror,20.216869,30.749794
govTerror,64.775514,35.917833
govTerror,65.7903,36.488378
govTerror,69.137258,34.488722
govTerror,90.425808,23.782399
govTerror,68.868066,36.728591
govTerror,120.815982,15.550052
govTerror,101.127766,6.823643
govTerror,45.0363,12.7796
govTerror,43.181906,9.932966
govTerror,18.671789,4.87491
govTerror,45.294693,2.021261
govTerror,64.905955,34.099578
govTerror,65.135092,32.031263
govTerror,10.608395,35.825603
govTerror,44.380393,35.465517
govTerror,43.65014,3.116367
govTerror,69.71741,34.88338
govTerror,71.572857,34.005369
govTerror,45.033441,12.799744
govTerror,44.290618,33.297475
govTerror,30.726051,46.481897
govTerror,84.475014,27.106337
govTerror,28.566689,3.616133
govTerror,121.198171,13.736502
govTerror,-4.184756,14.489789
govTerror,122.367499,7.501849
govTerror,43.867993,33.858442
govTerror,65.737175,31.628871
govTerror,125.116732,7.100174
govTerror,44.422414,33.324331
govTerror,67.056885,24.894681
govTerror,36.298813,33.524913
govTerror,36.298813,33.524913
govTerror,-4.338905,20.129129
govTerror,0,0
govTerror,45.380221,13.128436
govTerror,83.816805,26.564129
govTerror,84.640065,24.740409
govTerror,45.294728,2.02109
govTerror,44.423324,33.324316
govTerror,120.460246,17.42802
govTerror,44.380392,35.465576
govTerror,13.191338,32.887209
govTerror,18.208041,4.665581
govTerror,31.110962,30.031159
govTerror,30.84285,29.308402
govTerror,125.54746,8.952956
govTerror,44.63339,33.750013
govTerror,7.499241,12.592269
govTerror,18.699216,4.955898
govTerror,70.472311,34.419999
govTerror,84.16066,19.283729
govTerror,44.191007,15.369445
govTerror,44.572388,37.299291
govTerror,93.933021,24.705996
govTerror,62.11441,32.659576
govTerror,68.331613,33.814226
govTerror,70.484747,34.454005
govTerror,44.363805,33.368323
govTerror,6.861905,4.740294
govTerror,124.816499,12.016832
govTerror,45.27976,2.019904
govTerror,43.905386,34.16512
govTerror,101.632844,6.575296
govTerror,45.057508,2.135035
govTerror,1.007308,20.20993
govTerror,38.42217,48.906971
govTerror,-72.412035,6.463034
govTerror,43.792224,34.457497
govTerror,31.651539,9.549617
govTerror,86.756722,26.541946
govTerror,4.78272,52.516945
govTerror,69.526124,37.459966
govTerror,69.526124,37.459966
govTerror,44.420471,33.324718
govTerror,90.563609,25.330097
govTerror,61.108281,34.660326
govTerror,68.882423,32.910299
govTerror,68.381306,32.109147
govTerror,1.409654,18.452071
govTerror,69.251667,29.89628
govTerror,101.299081,6.354507
govTerror,24.029717,49.839683
govTerror,96.200302,16.789154
govTerror,22.572367,6.607667
govTerror,64.999433,36.177532
govTerror,44.427682,33.415331
govTerror,93.888769,24.616889
govTerror,45.033274,12.799868
govTerror,70.95468,34.354216
govTerror,123.282912,12.233896
govTerror,38.443361,48.906614
govTerror,14.618659,24.932325
govTerror,72.485556,34.019167
govTerror,70.206769,32.103442
govTerror,73.509347,4.175496
govTerror,30.5234,50.4501
govTerror,93.99929,24.644924
govTerror,1.408364,18.439023
govTerror,71.659722,34.759444
govTerror,18.540338,4.351
govTerror,18.537653,4.412595
govTerror,18.537653,4.412595
govTerror,18.537555,4.412497
govTerror,123.848826,10.257972
govTerror,44.422295,33.324995
govTerror,42.283306,2.333402
govTerror,68.416723,33.549913
govTerror,45.334569,2.031515
govTerror,12.449312,32.780671
govTerror,43.632833,35.03415
govTerror,44.380392,35.465576
govTerror,122.8682,10.372086
govTerror,73.935982,35.438093
govTerror,122.542728,10.694875
govTerror,70.496168,34.439211
govTerror,45.294675,2.021371
govTerror,18.55819,4.394674
govTerror,125.506754,7.012594
govTerror,44.421624,33.32645
govTerror,18.552557,4.392568
govTerror,45.350812,2.058818
govTerror,44.247902,1.876646
govTerror,44.36392,33.368156
govTerror,69.07318,32.771313
govTerror,65.636944,32.426667
govTerror,117.510498,8.656259
govTerror,71.58049,34.014975
govTerror,121.553653,16.715581
govTerror,45.156409,2.110202
govTerror,44.34172,33.29561
govTerror,42.951121,14.80211
govTerror,29.365685,-3.383393
govTerror,62.03414,26.112352
govTerror,122.079054,6.921606
govTerror,44.34494,33.268315
govTerror,21.741336,32.766071
govTerror,42.236244,36.229574
govTerror,35.139866,33.11829
govTerror,45.116708,2.143114
govTerror,45.27591,2.02782
govTerror,125.632876,7.247971
govTerror,13.191338,32.887209
govTerror,122.366222,7.501516
govTerror,29.452754,0.499012
govTerror,65.64992,31.651445
govTerror,124.88112,10.862454
govTerror,14.215002,12.400272
govTerror,69.217087,33.599926
govTerror,23.736655,37.986472
govTerror,44.386317,33.329946
govTerror,81.846311,25.435801
govTerror,83.336111,20.883056
govTerror,31.33423,31.04359
govTerror,69.166773,34.534735
govTerror,70.716275,36.636498
govTerror,-3.002562,16.766589
govTerror,23.961175,32.07592
govTerror,68.416723,33.549913
govTerror,70.448333,32.865556
govTerror,70.472943,34.419849
govTerror,29.607297,-3.612174
govTerror,45.033201,12.799822
govTerror,66.712915,33.04098
govTerror,29.308681,-3.340822
govTerror,44.427621,32.477336
govTerror,28.486396,9.838551
govTerror,61.859984,30.960031
govTerror,69.218486,34.516515
govTerror,1.408364,18.439023
govTerror,44.290494,33.297561
govTerror,40.388604,38.059761
govTerror,65.681228,31.614077
govTerror,125.551787,6.312904
govTerror,7.626135,51.960665
govTerror,29.366758,-3.381868
govTerror,44.363784,33.368158
govTerror,29.612244,0.851741
govTerror,77.628546,12.981695
govTerror,72.476053,34.062465
govTerror,66.995823,30.584213
govTerror,40.388604,38.059761
govTerror,21.737622,32.756416
govTerror,125.91601,8.607868
govTerror,13.191338,32.887209
govTerror,44.352032,35.452182
govTerror,69.918164,33.336879
govTerror,-117.277924,34.07577
govTerror,122.088023,6.907816
govTerror,7.047156,7.691977
govTerror,81.659273,18.391134
govTerror,47.430704,6.769658
govTerror,23.739891,37.981781
govTerror,23.729281,37.984184
govTerror,44.977943,12.863867
govTerror,125.468611,7.064167
govTerror,45.033359,12.800194
govTerror,44.499103,40.179186
govTerror,-73.169265,7.073968
govTerror,44.422347,33.325093
govTerror,37.134271,36.208037
govTerror,29.368588,-3.372193
govTerror,67.014528,30.197953
govTerror,71.58049,34.014975
govTerror,63.78605,30.552677
govTerror,41.601181,0.224021
govTerror,35.099826,31.532569
govTerror,21.737618,32.756417
govTerror,45.313482,2.021834
govTerror,120.339908,15.815098
govTerror,44.35676,32.98499
govTerror,36.173733,34.012545
govTerror,70.362634,34.47998
govTerror,69.187794,34.530179
govTerror,71.714795,34.216456
govTerror,69.143711,36.224865
govTerror,44.191007,15.369445
govTerror,44.278697,33.370251
govTerror,44.380392,35.465576
govTerror,45.318162,2.046934
govTerror,65.710309,31.61338
govTerror,-0.042837,16.27423
govTerror,121.149886,14.214737
govTerror,65.685628,26.491098
govTerror,35.046183,48.464717
govTerror,23.736655,37.986472
govTerror,64.852824,32.070697
govTerror,64.852824,32.070697
govTerror,46.108814,30.11385
govTerror,121.101819,6.063022
govTerror,44.392051,33.251438
govTerror,-3.002562,16.766589
govTerror,124.453097,6.912223
govTerror,44.522158,1.632068
govTerror,22.954617,40.635279
govTerror,45.318162,2.046934
govTerror,65.125627,36.954855
govTerror,70.45369,34.42965
govTerror,68.65339,34.475736
govTerror,42.491834,37.418748
govTerror,69.17531,34.531808
govTerror,44.470109,33.34059
govTerror,45.294693,2.021261
govTerror,45.304156,2.042986
govTerror,121.183973,15.583012
govTerror,123.200461,12.033378
govTerror,-66.848291,10.499032
govTerror,64.852824,32.070697
govTerror,64.852824,32.070697
govTerror,47.783489,30.508103
govTerror,124.4242,7.278525
govTerror,45.275931,2.027798
govTerror,85.418406,20.225002
govTerror,81.882528,18.343586
govTerror,81.429048,18.325329
govTerror,45.325108,15.458392
govTerror,64.874983,36.184149
govTerror,13.150967,11.831098
govTerror,13.150967,11.831098
govTerror,62.366177,26.101966
govTerror,72.050801,34.200114
govTerror,101.763778,6.034819
govTerror,44.977943,12.863867
govTerror,43.298291,33.404239
govTerror,90.670189,23.848101
govTerror,90.670189,23.848101
govTerror,90.670189,23.848101
govTerror,17.837357,30.780012
govTerror,124.299806,7.999676
