terrorism,longitude,latitude
terrorism,-70.641997,-33.469115
terrorism,-88.457221,13.285411
terrorism,-88.2477778,13.2538889
terrorism,28.370372,-26.234679
terrorism,-89.199161,13.69288
terrorism,-1.984447,43.320812
terrorism,-74.352003,-13.585034
terrorism,-78.14146,-7.786564
terrorism,-78.14146,-7.786564
terrorism,-85.36452,12.10629
terrorism,-85.36452,12.10629
terrorism,-73.561111,-13.481944
terrorism,5.803,15.898
terrorism,-2.497155,43.270604
terrorism,125.541107,8.948247
terrorism,32.580224,0.350848
terrorism,-88.349433,13.557072
terrorism,-88.1386111,13.222778
terrorism,-77.042791,-12.046378
terrorism,-70.641997,-33.469115
terrorism,-71.87514,6.95284
terrorism,18.426329,-33.925313
terrorism,18.426329,-33.925313
terrorism,,
terrorism,30.939766,-29.941403
terrorism,,
terrorism,,
terrorism,85.325337,27.718332
terrorism,85.325337,27.718332
terrorism,85.325337,27.718332
terrorism,85.325337,27.718332
terrorism,85.325337,27.718332
terrorism,-75.35023,7.57851
terrorism,-2.671635,42.846718
terrorism,28.777502,-31.601602
terrorism,-3.001022,43.052649
terrorism,121.23189,18.56163
terrorism,27.853677,-26.246319
terrorism,125.541107,8.948247
terrorism,125.541107,8.948247
terrorism,-99.133207,19.432608
terrorism,-80.626621,-5.197037
terrorism,-85.087631,12.133803
terrorism,-2.265466,43.1839
terrorism,-0.57918,44.837789
terrorism,-58.381503,-34.6037
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-73.790556,-15.334167
terrorism,-72.958714,-36.613437
terrorism,-73.050319,-36.818977
terrorism,-71.25103,-29.906897
terrorism,-71.25103,-29.906897
terrorism,-70.400018,-23.650193
terrorism,-70.400018,-23.650193
terrorism,-70.400018,-23.650193
terrorism,-88.780584,13.536835
terrorism,74.357158,31.554606
terrorism,-1.558626,43.483152
terrorism,18.569386,-33.98263
terrorism,,
terrorism,-84.85311,13.69517
terrorism,-75.572173,6.270526
terrorism,30.882976,-29.965819
terrorism,,
terrorism,-3.700345,40.416691
terrorism,-77.042791,-12.046378
terrorism,-70.641997,-33.469115
terrorism,-74.07603,4.5981
terrorism,,
terrorism,-84.446147,11.695904
terrorism,-56.187214,-34.891151
terrorism,83.794681,25.569805
terrorism,-89.199161,13.69288
terrorism,-84.86688536,13.61127684
terrorism,-89.102686,14.169631
terrorism,-89.04989,14.179294
terrorism,-89.011475,14.15695
terrorism,-87.96,13.24111
terrorism,-88.728949,14.008276
terrorism,-83.78403043,12.77739252
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-70.740822,-34.170331
terrorism,2.169919,41.387917
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-74.07603,4.5981
terrorism,-86.813327,12.398896
terrorism,-3.700345,40.416691
terrorism,-3.700345,40.416691
terrorism,2.352222,48.856614
terrorism,4.351685,50.850335
terrorism,75.341218,31.147131
terrorism,126.19874,9.079628
terrorism,-70.641997,-33.469115
terrorism,,
terrorism,-88.9333333,13.7166667
terrorism,-74.07603,4.5981
terrorism,-75.210163,-12.068306
terrorism,-73.245395,-39.820083
terrorism,-72.9369,-41.472903
terrorism,-74.07603,4.5981
terrorism,-70.641997,-33.469115
terrorism,-70.641997,-33.469115
terrorism,-70.641997,-33.469115
terrorism,-70.651421,-33.494536
terrorism,-73.050319,-36.818977
terrorism,-85.5739212,12.53840896
terrorism,-74.223564,-13.163874
terrorism,-89.2797222,13.6769444
terrorism,5.579666,50.632557
terrorism,,
terrorism,-74.07603,4.5981
terrorism,-84.95,11.6833333
terrorism,-86.87844,13.27624
terrorism,-73.617371,8.30909
terrorism,30.884443,-29.912078
terrorism,-79.844298,-6.776597
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-75.581913,8.408869
terrorism,-77.071582,-10.234498
terrorism,-73.669606,-13.4029
terrorism,-76.364657,-11.002306
terrorism,-77.042791,-12.046378
terrorism,-78.942078,-6.465996
terrorism,-77.042791,-12.046378
terrorism,121.18913,16.577417
terrorism,-77.5288,-9.529924
terrorism,-77.5288,-9.529924
terrorism,-77.042791,-12.046378
terrorism,-86.34574228,13.13192319
terrorism,-76.25621,-10.683594
terrorism,-76.259918,-10.680652
terrorism,-76.259918,-10.680652
terrorism,-76.259918,-10.680652
terrorism,35.517862,33.892039
terrorism,-76.965687,-12.1565
terrorism,-77.059896,-11.976514
terrorism,-76.999887,-12.023564
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-75.072161,-13.16015
terrorism,-75.104138,-13.218791
terrorism,122.688646,11.263605
terrorism,-76.651986,-7.127765
terrorism,11.256901,43.768732
terrorism,74.925262,31.448943
terrorism,12.494249,41.89052
terrorism,120.539549,14.679084
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,35.495479,33.888629
terrorism,-74.223564,-13.163874
terrorism,35.260741,32.22626
terrorism,31.348445,1.427355
terrorism,28.441941,-26.250692
terrorism,-89.199161,13.69288
terrorism,121.997309,18.259177
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,139.756684,35.685826
terrorism,-75.729381,-14.063467
terrorism,77.600591,14.681888
terrorism,74.872264,31.633979
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-83.9717,14.74189
terrorism,75.576183,31.326015
terrorism,30.376695,-29.601439
terrorism,-77.042791,-12.046378
terrorism,-73.124973,7.131202
terrorism,-72.64831,7.376579
terrorism,-72.503885,7.894195
terrorism,,
terrorism,-73.124973,7.131202
terrorism,-73.124973,7.131202
terrorism,-73.124973,7.131202
terrorism,-73.124973,7.131202
terrorism,,
terrorism,-83.55,14.266667
terrorism,11.192871,46.609867
terrorism,27.697767,-31.522355
terrorism,28.315433,-25.74042
terrorism,74.872264,31.633979
terrorism,-78.14146,-7.786564
terrorism,-3.700345,40.416691
terrorism,-3.700345,40.416691
terrorism,-74.223564,-13.163874
terrorism,-78.17352,-8.145109
terrorism,-77.042791,-12.046378
terrorism,-76.259918,-10.680652
terrorism,-76.259918,-10.680652
terrorism,-76.259918,-10.680652
terrorism,-74.156341,-12.87054
terrorism,-78.809843,-5.707626
terrorism,-78.467266,-0.181439
terrorism,-89.433434,14.411253
terrorism,-75.210163,-12.068306
terrorism,-75.210163,-12.068306
terrorism,-76.259918,-10.680652
terrorism,-70.357358,-14.794613
terrorism,-70.19747,-14.909873
terrorism,-70.357358,-14.794613
terrorism,13.415581,-12.586986
terrorism,-77.042791,-12.046378
terrorism,32.479153,3.875061
terrorism,-74.977098,-13.33036
terrorism,,
terrorism,-75.210163,-12.068306
terrorism,-74.223564,-13.163874
terrorism,74.955923,31.864464
terrorism,-77.042791,-12.046378
terrorism,74.872264,31.633979
terrorism,-73.124973,7.131202
terrorism,35.492016,33.888763
terrorism,-86.34574228,13.13192319
terrorism,-75.210163,-12.068306
terrorism,-75.210163,-12.068306
terrorism,-75.210163,-12.068306
terrorism,-75.210163,-12.068306
terrorism,-75.210163,-12.068306
terrorism,-75.210163,-12.068306
terrorism,-75.210163,-12.068306
terrorism,-74.07603,4.5981
terrorism,-89.933333,16.8
terrorism,4.291111,52.069858
terrorism,-89.2797222,13.6769444
terrorism,-70.641997,-33.469115
terrorism,26.832659,-32.788923
terrorism,23.716647,37.97918
terrorism,-79.922097,-6.875968
terrorism,-87.632409,41.88415
terrorism,-77.042791,-12.046378
terrorism,-75.7993,-12.2034
terrorism,-70.027891,-15.84065
terrorism,28.173627,-26.387848
terrorism,-74.312575,-13.942825
terrorism,-70.027891,-15.84065
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-76.872105,-10.392209
terrorism,-8.893066,38.524515
terrorism,,
terrorism,-7.909602,38.570983
terrorism,-7.909602,38.570983
terrorism,-0.126236,51.500152
terrorism,-70.641997,-33.469115
terrorism,-3.700345,40.416691
terrorism,-71.537384,-16.409501
terrorism,-73.015602,-14.223817
terrorism,-1.474841,43.492949
terrorism,-79.02866,-8.111825
terrorism,-85.8254,13.62679
terrorism,80.341889,8.64338
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-76.239738,-9.929478
terrorism,-76.239738,-9.929478
terrorism,-74.223564,-13.163874
terrorism,18.456707,-34.087702
terrorism,34.783684,32.085688
terrorism,81.52467,7.921328
terrorism,-74.223564,-13.163874
terrorism,-77.042791,-12.046378
terrorism,-73.124973,7.131202
terrorism,-73.124973,7.131202
terrorism,30.347358,-29.641929
terrorism,-77.042791,-12.046378
terrorism,,
terrorism,6.959912,50.940664
terrorism,35.492016,33.888763
terrorism,-88.110224,13.175928
terrorism,76.779418,30.733315
terrorism,40.507479,38.405136
terrorism,79.861243,6.927079
terrorism,-76.06517,2.55168
terrorism,-70.741441,-33.505065
terrorism,6.959912,50.940664
terrorism,2.352222,48.856614
terrorism,-86.25782,13.7067
terrorism,-85.9716835,13.13070671
terrorism,,
terrorism,-85.621638,13.434893
terrorism,4.895168,52.370216
terrorism,-75.671684,5.927075
terrorism,-75.572173,6.270526
terrorism,27.853677,-26.246319
terrorism,75.931082,31.175476
terrorism,-75.572173,6.270526
terrorism,-116.780419,47.677755
terrorism,-75.3313,6.43711
terrorism,23.716647,37.97918
terrorism,77.220004,28.632381
terrorism,-74.223564,-13.163874
terrorism,,
terrorism,23.716647,37.97918
terrorism,23.716647,37.97918
terrorism,23.716647,37.97918
terrorism,23.716647,37.97918
terrorism,-70.027891,-15.84065
terrorism,,
terrorism,7.096299,50.732674
terrorism,23.716647,37.97918
terrorism,-76.889678,-12.026656
terrorism,-74.07603,4.5981
terrorism,122.564451,10.69649
terrorism,-70.641997,-33.469115
terrorism,-70.641997,-33.469115
terrorism,-70.641997,-33.469115
terrorism,9.450103,42.697426
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,7.096299,50.732674
terrorism,77.220004,28.632381
terrorism,-74.223564,-13.163874
terrorism,-85.512208,12.282033
terrorism,-74.223564,-13.163874
terrorism,-77.042791,-12.046378
terrorism,-74.223564,-13.163874
terrorism,29.935437,-27.74358
terrorism,-85.512208,12.282033
terrorism,-74.811951,7.594178
terrorism,-75.609233,-13.036977
terrorism,-75.609233,-13.036977
terrorism,-74.07603,4.5981
terrorism,23.716647,37.97918
terrorism,121.045151,14.813849
terrorism,120.978666,14.596051
terrorism,27.853677,-26.246319
terrorism,120.978666,14.596051
terrorism,35.492016,33.888763
terrorism,-75.210163,-12.068306
terrorism,129.075642,35.179554
terrorism,-70.641997,-33.469115
terrorism,27.853677,-26.246319
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,8.737554,41.918891
terrorism,75.341218,31.147131
terrorism,-85.9716835,13.13070671
terrorism,-66.113657,17.984055
terrorism,-78.579683,-9.06493
terrorism,-74.223564,-13.163874
terrorism,33.367596,35.166744
terrorism,33.367597,35.166745
terrorism,33.367598,35.166746
terrorism,33.367599,35.166747
terrorism,-77.042791,-12.046378
terrorism,2.169919,41.387917
terrorism,79.861243,6.927079
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,76.779418,30.733315
terrorism,-74.07603,4.5981
terrorism,-74.07603,4.5981
terrorism,-74.07603,4.5981
terrorism,122.0772,6.908868
terrorism,-77.042791,-12.046378
terrorism,27.944123,-26.249031
terrorism,-77.042791,-12.046378
terrorism,-74.223564,-13.163874
terrorism,23.716647,37.97918
terrorism,2.352222,48.856614
terrorism,-79.02866,-8.111825
terrorism,-5.930109,54.597269
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,9.450118,42.697441
terrorism,9.450119,42.697442
terrorism,9.45012,42.697443
terrorism,9.450121,42.697444
terrorism,9.450122,42.697445
terrorism,9.450123,42.697446
terrorism,9.450124,42.697447
terrorism,9.450125,42.697448
terrorism,9.450126,42.697449
terrorism,9.450127,42.69745
terrorism,9.450128,42.697451
terrorism,9.450129,42.697452
terrorism,9.45013,42.697453
terrorism,9.450131,42.697454
terrorism,9.450132,42.697455
terrorism,9.450133,42.697456
terrorism,9.450134,42.697457
terrorism,9.450135,42.697458
terrorism,9.450136,42.697459
terrorism,9.450137,42.69746
terrorism,9.450138,42.697461
terrorism,9.450139,42.697462
terrorism,9.45014,42.697463
terrorism,9.450141,42.697464
terrorism,9.450142,42.697465
terrorism,9.450143,42.697466
terrorism,9.450144,42.697467
terrorism,9.450145,42.697468
terrorism,9.450146,42.697469
terrorism,9.450147,42.69747
terrorism,9.450148,42.697471
terrorism,9.450149,42.697472
terrorism,9.45015,42.697473
terrorism,9.450151,42.697474
terrorism,9.450152,42.697475
terrorism,9.450153,42.697476
terrorism,9.450154,42.697477
terrorism,9.450155,42.697478
terrorism,9.450156,42.697479
terrorism,9.450157,42.69748
terrorism,9.450158,42.697481
terrorism,9.450159,42.697482
terrorism,9.45016,42.697483
terrorism,9.450161,42.697484
terrorism,9.450162,42.697485
terrorism,9.450163,42.697486
terrorism,9.450164,42.697487
terrorism,9.450165,42.697488
terrorism,9.450166,42.697489
terrorism,9.450167,42.69749
terrorism,-77.042791,-12.046378
terrorism,2.8237,41.981796
terrorism,-77.042791,-12.046378
terrorism,35.492016,33.888763
terrorism,-76.239738,-9.929478
terrorism,-77.042791,-12.046378
terrorism,32.109351,9.894487
terrorism,7.019178,51.045668
terrorism,-6.321974,54.10733
terrorism,,
terrorism,-75.210163,-12.068306
terrorism,-75.210163,-12.068306
terrorism,-89.199161,13.69288
terrorism,12.494249,41.89052
terrorism,-89.199161,13.69288
terrorism,-77.042791,-12.046378
terrorism,-86.93726,12.419
terrorism,-79.055438,-8.058895
terrorism,-77.042791,-12.046378
terrorism,27.863912,-26.221005
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,80.02558,9.66123
terrorism,-86.186265,13.304902
terrorism,-79.862758,-6.907615
terrorism,-76.510838,-8.18885
terrorism,2.169919,41.387917
terrorism,-84.14817849,14.02438906
terrorism,-86.00177,13.09171
terrorism,-86.00177,13.09171
terrorism,-74.208394,-12.992377
terrorism,-0.126236,51.500152
terrorism,-0.126236,51.500152
terrorism,-0.126236,51.500152
terrorism,-0.126236,51.500152
terrorism,-0.126236,51.500152
terrorism,-0.126236,51.500152
terrorism,-0.126236,51.500152
terrorism,-73.63872,4.15127
terrorism,-74.775556,8.094167
terrorism,-73.853115,7.060051
terrorism,-76.200833,-11.82
terrorism,-75.210163,-12.068306
terrorism,-76.259918,-10.680652
terrorism,-76.259918,-10.680652
terrorism,-76.298006,3.529901
terrorism,-79.02866,-8.111825
terrorism,-75.210163,-12.068306
terrorism,-87.137283,12.788391
terrorism,-78.17352,-8.145109
terrorism,-7.627484,54.673252
terrorism,-76.3599,-6.488123
terrorism,-78.512094,-7.162225
terrorism,23.716647,37.97918
terrorism,23.716647,37.97918
terrorism,-70.641997,-33.469115
terrorism,,
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,,
terrorism,-72.64184,2.56855
terrorism,-77.042791,-12.046378
terrorism,31.25,30.05
terrorism,31.03351,-17.825166
terrorism,-70.75779,7.08582
terrorism,-86.34574228,13.13192319
terrorism,-79.02385,-8.082048
terrorism,-89.199161,13.69288
terrorism,-74.223564,-13.163874
terrorism,-77.042791,-12.046378
terrorism,-78.579683,-9.06493
terrorism,27.974858,-26.177929
terrorism,27.974858,-26.177929
terrorism,27.974858,-26.177929
terrorism,-66.266,18.13996
terrorism,-5.776573,43.250745
terrorism,121.526711,13.962909
terrorism,-85.41202545,12.87997796
terrorism,35.830837,34.438094
terrorism,,
terrorism,-70.314534,-18.477323
terrorism,-75.572173,6.270526
terrorism,120.59306,16.41639
terrorism,-85.917027,12.929811
terrorism,-85.382162,12.267322
terrorism,27.974858,-26.177929
terrorism,-0.376805,39.470239
terrorism,77.220004,28.632381
terrorism,74.872264,31.633979
terrorism,18.569386,-33.98263
terrorism,18.569386,-33.98263
terrorism,-86.398154,13.360614
terrorism,-75.18529,-14.533738
terrorism,88.262675,27.036007
terrorism,,
terrorism,-70.641997,-33.469115
terrorism,-86.54232025,12.87054522
terrorism,120.978666,14.596051
terrorism,88.278851,26.882138
terrorism,88.278851,26.882138
terrorism,,
terrorism,-71.65762,-35.43058
terrorism,-71.65762,-35.43058
terrorism,-5.930109,54.597269
terrorism,-73.25049,10.47692
terrorism,-71.537384,-16.409501
terrorism,,
terrorism,-75.210163,-12.068306
terrorism,-75.210163,-12.068306
terrorism,-75.210163,-12.068306
terrorism,-75.210163,-12.068306
terrorism,80.02558,9.66123
terrorism,-78.945795,-6.62004
terrorism,-74.066323,-13.752746
terrorism,-1.514699,43.481402
terrorism,-1.399376,43.361106
terrorism,-1.180601,43.281442
terrorism,-86.3369,11.97847
terrorism,39.549013,39.108722
terrorism,74.872264,31.633979
terrorism,-89.2797222,13.6769444
terrorism,-76.25621,-10.683594
terrorism,-76.25621,-10.683594
terrorism,-76.25621,-10.683594
terrorism,-76.25621,-10.683594
terrorism,-76.25621,-10.683594
terrorism,75.28897,31.51655
terrorism,,
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,82.570528,25.47283
terrorism,-0.126236,51.500152
terrorism,-76.17332,6.898522
terrorism,-90.53288,14.624422
terrorism,-90.53288,14.624422
terrorism,-70.641997,-33.469115
terrorism,-70.641997,-33.469115
terrorism,77.227403,28.658188
terrorism,77.227403,28.658188
terrorism,77.227403,28.658188
terrorism,77.227403,28.658188
terrorism,-70.641997,-33.469115
terrorism,-70.641997,-33.469115
terrorism,-70.641997,-33.469115
terrorism,-70.641997,-33.469115
terrorism,-70.641997,-33.469115
terrorism,80.799766,6.022103
terrorism,-84.41114474,12.29344498
terrorism,-77.042791,-12.046378
terrorism,120.765284,18.537136
terrorism,-77.042791,-12.046378
terrorism,-88.43,13.558889
terrorism,-73.088412,-14.054639
terrorism,124.248033,7.218171
terrorism,,
terrorism,-79.78782,-6.639321
terrorism,-70.766667,-33.516667
terrorism,-75.572173,6.270526
terrorism,77.758889,30.424444
terrorism,-77.042791,-12.046378
terrorism,-73.50099,7.39002
terrorism,79.861243,6.927079
terrorism,23.716647,37.97918
terrorism,-86.251389,12.136389
terrorism,-77.042791,-12.046378
terrorism,-75.645906,3.194857
terrorism,75.857276,30.900965
terrorism,139.756684,35.685826
terrorism,27.853677,-26.246319
terrorism,-74.223564,-13.163874
terrorism,-74.392929,-13.085123
terrorism,-70.641997,-33.469115
terrorism,-77.042791,-12.046378
terrorism,81.268402,8.457907
terrorism,79.948054,7.169049
terrorism,-5.930109,54.597269
terrorism,-70.641997,-33.469115
terrorism,0.869125,41.520546
terrorism,-77.042791,-12.046378
terrorism,-75.210163,-12.068306
terrorism,-70.641997,-33.469115
terrorism,-70.641997,-33.469115
terrorism,-70.641997,-33.469115
terrorism,-75.210163,-12.068306
terrorism,-76.059497,-10.920784
terrorism,81.67473,7.301756
terrorism,-85.92094,13.13304
terrorism,-75.99309,-11.161067
terrorism,-75.99309,-11.161067
terrorism,-3.807934,43.46096
terrorism,-73.26162,6.47005
terrorism,,
terrorism,-76.522119,3.420628
terrorism,-86.34290695,13.34782599
terrorism,-89.199161,13.69288
terrorism,-73.124973,7.131202
terrorism,-78.578613,-9.05621
terrorism,-77.042791,-12.046378
terrorism,-3.700345,40.416691
terrorism,-73.995184,-13.589138
terrorism,120.978666,14.596051
terrorism,27.828306,-26.31468
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-77.013624,-12.078752
terrorism,-71.552216,-33.024705
terrorism,81.700188,7.716666
terrorism,-86.05036,12.56033
terrorism,-74.46209,4.63123
terrorism,79.861243,6.927079
terrorism,-75.568611,6.2675
terrorism,,
terrorism,-77.042791,-12.046378
terrorism,-70.138855,-15.482268
terrorism,-74.07603,4.5981
terrorism,-5.930109,54.597269
terrorism,-77.118441,-12.073738
terrorism,-75.210163,-12.068306
terrorism,80.640669,7.29384
terrorism,75.576183,31.326015
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,8.73845,41.919044
terrorism,-88.979678,13.495364
terrorism,-75.6053,1.61456
terrorism,-73.751389,3.123889
terrorism,80.640669,7.29384
terrorism,120.978666,14.596051
terrorism,-78.17352,-8.145109
terrorism,-72.499692,6.552373
terrorism,-78.17352,-8.145109
terrorism,-78.17352,-8.145109
terrorism,-75.899867,8.402925
terrorism,-75.899867,8.402925
terrorism,-7.640404,54.346531
terrorism,-75.687716,6.011997
terrorism,-75.572173,6.270526
terrorism,-85.03206426,13.06205181
terrorism,-85.03206426,13.06205181
terrorism,-79.922097,-6.875968
terrorism,-7.81769,54.547617
terrorism,-75.572173,6.270526
terrorism,-73.6849,5.14476
terrorism,80.052969,9.691877
terrorism,-70.663317,-33.528796
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-85.93931,13.23371
terrorism,-5.930109,54.597269
terrorism,27.974858,-26.177929
terrorism,-71.428555,7.027345
terrorism,-75.572173,6.270526
terrorism,-89.172778,13.7241667
terrorism,8.757222,42.567651
terrorism,80.131693,9.659069
terrorism,32.605135,-25.891968
terrorism,-121.757829,37.675245
terrorism,120.978666,14.596051
terrorism,-70.641997,-33.469115
terrorism,-70.651421,-33.494536
terrorism,-74.247478,-12.939782
terrorism,-76.203116,-13.71009
terrorism,120.978666,14.596051
terrorism,-86.5054,12.58767
terrorism,-74.223564,-13.163874
terrorism,-70.675213,-33.379709
terrorism,-81.167859,-5.132793
terrorism,-80.626621,-5.197037
terrorism,-5.930109,54.597269
terrorism,-75.572173,6.270526
terrorism,,
terrorism,-84.404596,13.927562
terrorism,-85.123572,13.009165
terrorism,9.450169,42.697492
terrorism,-84.218941,12.16349
terrorism,79.861243,6.927079
terrorism,,
terrorism,80.7093,8.155665
terrorism,123.487682,8.096466
terrorism,,
terrorism,,
terrorism,,
terrorism,123.499231,10.841239
terrorism,122.753716,11.586558
terrorism,,
terrorism,-85.97294044,12.92480715
terrorism,125.967704,7.605385
terrorism,121.044348,14.677301
terrorism,-85.41202545,12.87997796
terrorism,-71.598991,-35.847291
terrorism,124.900924,7.087835
terrorism,,
terrorism,,
terrorism,120.978666,14.596051
terrorism,120.978666,14.596051
terrorism,121.02446,14.555051
terrorism,,
terrorism,,
terrorism,,
terrorism,75.857276,30.900965
terrorism,121.017606,14.482051
terrorism,-86.02984,13.564251
terrorism,,
terrorism,32.580224,0.350848
terrorism,,
terrorism,75.401886,32.040763
terrorism,120.545466,16.110705
terrorism,125.733197,11.03465
terrorism,124.693724,8.04912
terrorism,-74.07603,4.5981
terrorism,-1.675708,48.113475
terrorism,-4.097899,47.997542
terrorism,-89.069988,13.498952
terrorism,-89.011475,14.15695
terrorism,139.638026,35.443708
terrorism,79.912462,8.980118
terrorism,-73.050319,-36.818977
terrorism,120.769828,15.149722
terrorism,-76.973892,-6.034766
terrorism,-73.144447,-37.029655
terrorism,0.110231,51.697965
terrorism,-75.645906,3.194857
terrorism,35.495479,33.888629
terrorism,-86.09744,13.37316
terrorism,35.830837,34.438094
terrorism,-75.572173,6.270526
terrorism,120.978666,14.596051
terrorism,-73.79515,3.56375
terrorism,79.905627,6.714108
terrorism,-89.199161,13.69288
terrorism,-89.199161,13.69288
terrorism,-73.200031,8.833351
terrorism,-73.617371,8.30909
terrorism,-73.28742,8.43557
terrorism,-73.35331,8.23342
terrorism,-72.626774,6.627921
terrorism,-75.849038,4.809979
terrorism,-72.66521,7.13869
terrorism,88.262675,27.036007
terrorism,-76.629934,2.756736
terrorism,-73.70781,3.54434
terrorism,-73.050319,-36.818977
terrorism,-73.154582,-37.092019
terrorism,-73.144447,-37.029655
terrorism,-73.050319,-36.818977
terrorism,79.854882,6.900996
terrorism,-73.62346,8.95736
terrorism,-73.751389,3.123889
terrorism,2.352222,48.856614
terrorism,-77.5288,-9.529924
terrorism,-79.843559,-6.774056
terrorism,-79.02866,-8.111825
terrorism,2.352222,48.856614
terrorism,-88.4833333,13.5
terrorism,-88.4833333,13.5
terrorism,-89.199161,13.69288
terrorism,120.978666,14.596051
terrorism,120.978666,14.596051
terrorism,120.978666,14.596051
terrorism,-0.036024,39.986068
terrorism,80.835,8.589444
terrorism,79.912462,8.980118
terrorism,79.912462,8.980118
terrorism,,
terrorism,-74.07603,4.5981
terrorism,125.050021,10.295953
terrorism,122.564451,10.69649
terrorism,83.808611,19.524167
terrorism,27.974858,-26.177929
terrorism,-75.883346,8.749996
terrorism,27.974858,-26.177929
terrorism,-88.983862,13.988966
terrorism,-88.940189,14.009286
terrorism,81.830633,7.414383
terrorism,130.396361,33.580412
terrorism,23.716647,37.97918
terrorism,120.978691,17.08829
terrorism,-74.223564,-13.163874
terrorism,,
terrorism,80.549945,5.944433
terrorism,-4.097899,47.997542
terrorism,81.803617,7.362095
terrorism,2.169919,41.387917
terrorism,,
terrorism,-70.7,19.45
terrorism,35.933331,31.950001
terrorism,28.073419,-25.772484
terrorism,-75.23223,4.43891
terrorism,2.169919,41.387917
terrorism,2.169919,41.387917
terrorism,2.169919,41.387917
terrorism,2.169919,41.387917
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,27.974858,-26.177929
terrorism,28.073419,-25.772484
terrorism,88.262675,27.036007
terrorism,12.494249,41.89052
terrorism,-88.7166667,13.8333333
terrorism,-74.252729,-12.955214
terrorism,,
terrorism,-70.641997,-33.469115
terrorism,-74.208394,-12.992377
terrorism,-5.930109,54.597269
terrorism,125.129957,8.163357
terrorism,-79.843559,-6.774056
terrorism,-75.572173,6.270526
terrorism,-71.537384,-16.409501
terrorism,119.980529,15.325997
terrorism,80.435972,6.124394
terrorism,-75.572173,6.270526
terrorism,,
terrorism,-76.239738,-9.929478
terrorism,121.152656,16.485635
terrorism,88.262675,27.036007
terrorism,88.262675,27.036007
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-77.042791,-12.046378
terrorism,-89.4472222,13.842778
terrorism,80.281324,5.997108
terrorism,-76.63719,7.99221
terrorism,-2.991667,43.297222
terrorism,-73.124973,7.131202
terrorism,,
terrorism,125.616549,7.074044
terrorism,,
terrorism,,
terrorism,124.194025,13.041355
terrorism,-74.066323,-13.752746
terrorism,79.948054,7.169049
terrorism,-89.199161,13.69288
terrorism,-75.210163,-12.068306
terrorism,-75.572173,6.270526
terrorism,14.524819,-22.938665
